Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,964,19.4,(16.7-22.5)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1022,17.9,(15.3-20.8)
Postpartum Family Planning,Least effective contraceptive methods,,2016,1118,23.0,(20.0-26.3)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1004,22.3,(19.2-25.7)
Postpartum Family Planning,Least effective contraceptive methods,,2018,964,21.7,(18.8-25.0)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1022,22.1,(19.2-25.3)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1166,47.7,(44.2-51.3)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1035,45.7,(42.0-49.5)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,998,52.1,(48.4-55.7)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1060,54.8,(51.3-58.2)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,1143,59.1,(55.8-62.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1010,61.8,(58.4-65.1)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,988,60.5,(57.1-63.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1056,60.3,(57.1-63.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,1143,23.2,(20.6-26.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1010,22.9,(20.3-25.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,988,27.4,(24.6-30.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1056,28.7,(25.9-31.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,1143,17.7,(15.2-20.4)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1010,15.3,(12.8-18.2)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,988,12.1,(10.0-14.6)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1056,11.0,(9.0-13.3)
Health Insurance Status for Prenatal Care,Private insurance,,2016,1110,57.1,(53.7-60.4)
Health Insurance Status for Prenatal Care,Private insurance,,2017,985,61.3,(57.9-64.6)
Health Insurance Status for Prenatal Care,Private insurance,,2018,902,61.5,(58.0-64.8)
Health Insurance Status for Prenatal Care,Private insurance,,2019,958,59.1,(55.7-62.5)
Health Insurance Status for Prenatal Care,Medicaid,,2016,1110,38.6,(35.3-42.0)
Health Insurance Status for Prenatal Care,Medicaid,,2017,985,33.9,(30.7-37.3)
Health Insurance Status for Prenatal Care,Medicaid,,2018,902,34.9,(31.5-38.4)
Health Insurance Status for Prenatal Care,Medicaid,,2019,958,37.5,(34.2-41.0)
Health Insurance Status for Prenatal Care,No insurance,,2016,1110,4.3,(3.2-5.8)
Health Insurance Status for Prenatal Care,No insurance,,2017,985,4.8,(3.5-6.4)
Health Insurance Status for Prenatal Care,No insurance,,2018,902,3.7,(2.7-5.0)
Health Insurance Status for Prenatal Care,No insurance,,2019,958,3.3,(2.4-4.7)
Health Insurance Status Postpartum,Private insurance,,2016,1145,55.6,(52.2-59.0)
Health Insurance Status Postpartum,Private insurance,,2017,1023,60.0,(56.7-63.2)
Health Insurance Status Postpartum,Private insurance,,2018,990,57.6,(54.2-60.9)
Health Insurance Status Postpartum,Private insurance,,2019,1058,57.4,(54.2-60.6)
Health Insurance Status Postpartum,Medicaid,,2016,1145,31.5,(28.5-34.7)
Health Insurance Status Postpartum,Medicaid,,2017,1023,27.6,(24.8-30.5)
Health Insurance Status Postpartum,Medicaid,,2018,990,32.3,(29.2-35.6)
Health Insurance Status Postpartum,Medicaid,,2019,1058,31.7,(28.8-34.7)
Health Insurance Status Postpartum,No insurance,,2016,1145,12.9,(10.8-15.4)
Health Insurance Status Postpartum,No insurance,,2017,1023,12.5,(10.2-15.1)
Health Insurance Status Postpartum,No insurance,,2018,990,10.1,(8.3-12.3)
Health Insurance Status Postpartum,No insurance,,2019,1058,10.9,(8.9-13.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1093,79.4,(76.4-82.2)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,988,80.0,(76.8-82.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,934,78.8,(75.6-81.7)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1003,79.4,(76.4-82.1)
Breastfeeding Practices,Ever breastfed,,2016,1108,95.5,(93.6-96.9)
Breastfeeding Practices,Ever breastfed,,2017,998,92.7,(90.3-94.5)
Breastfeeding Practices,Ever breastfed,,2018,940,94.9,(92.8-96.4)
Breastfeeding Practices,Ever breastfed,,2019,1007,94.8,(93.0-96.1)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,1100,82.7,(79.8-85.2)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,988,77.9,(74.5-80.9)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,931,81.2,(78.1-84.0)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,999,79.4,(76.3-82.1)
