Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,945,63.3,(58.8-67.6)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,762,57.7,(53.1-62.1)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,783,61.4,(56.9-65.7)
Health Care Services,Began prenatal care in 1st trimester,,2016,,,
Health Care Services,Began prenatal care in 1st trimester,,2017,924,87.0,(83.4-89.9)
Health Care Services,Began prenatal care in 1st trimester,,2018,746,84.5,(80.8-87.6)
Health Care Services,Began prenatal care in 1st trimester,,2019,768,88.4,(85.3-91.0)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,,,
Health Care Services,Had a flu shot in the 12 months before birth,,2017,929,42.2,(37.7-46.8)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,751,40.4,(35.9-45.0)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,779,39.8,(35.5-44.2)
Health Care Services,Had maternal postpartum checkup,,2016,,,
Health Care Services,Had maternal postpartum checkup,,2017,939,91.0,(87.9-93.3)
Health Care Services,Had maternal postpartum checkup,,2018,761,89.8,(86.8-92.2)
Health Care Services,Had maternal postpartum checkup,,2019,779,91.5,(88.7-93.7)
Pregnancy Intention,Mistimed,,2016,,,
Pregnancy Intention,Mistimed,,2017,941,20.2,(16.8-24.2)
Pregnancy Intention,Mistimed,,2018,754,22.6,(18.9-26.7)
Pregnancy Intention,Mistimed,,2019,778,21.8,(18.3-25.8)
Pregnancy Intention,Unwanted pregnancy,,2016,,,
Pregnancy Intention,Unwanted pregnancy,,2017,941,8.4,(6.2-11.3)
Pregnancy Intention,Unwanted pregnancy,,2018,754,9.6,(7.1-12.7)
Pregnancy Intention,Unwanted pregnancy,,2019,778,5.6,(3.9-8.0)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,,,
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,941,14.7,(11.7-18.3)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,754,16.6,(13.5-20.3)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,778,15.6,(12.6-19.2)
Pregnancy Intention,Intended pregnancy,,2016,,,
Pregnancy Intention,Intended pregnancy,,2017,941,56.7,(52.1-61.1)
Pregnancy Intention,Intended pregnancy,,2018,754,51.3,(46.7-55.9)
Pregnancy Intention,Intended pregnancy,,2019,778,56.9,(52.4-61.3)
Postpartum Family Planning,Use of any postpartum contraception,,2016,,,
Postpartum Family Planning,Use of any postpartum contraception,,2017,925,75.1,(70.8-78.9)
Postpartum Family Planning,Use of any postpartum contraception,,2018,738,73.9,(69.5-77.8)
Postpartum Family Planning,Use of any postpartum contraception,,2019,764,74.9,(70.8-78.6)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,,,
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,925,13.4,(10.5-16.9)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,738,11.1,(8.6-14.4)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,764,10.6,(8.1-13.7)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,,,
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,925,16.1,(13.0-19.9)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,738,17.6,(14.3-21.5)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,764,19.5,(16.1-23.4)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,,,
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,925,26.3,(22.4-30.5)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,738,27.5,(23.5-32.0)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,764,25.1,(21.3-29.2)
Postpartum Family Planning,Least effective contraceptive methods,,2016,,,
Postpartum Family Planning,Least effective contraceptive methods,,2017,925,19.3,(15.9-23.2)
Postpartum Family Planning,Least effective contraceptive methods,,2018,738,17.6,(14.3-21.4)
Postpartum Family Planning,Least effective contraceptive methods,,2019,764,19.7,(16.4-23.6)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,,,
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,947,39.3,(35.0-43.9)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,766,37.9,(33.6-42.5)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,788,31.5,(27.5-35.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,925,62.3,(57.8-66.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,733,56.1,(51.4-60.6)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,766,54.1,(49.6-58.6)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,,,
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,925,12.9,(10.1-16.4)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,733,16.7,(13.5-20.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,766,16.4,(13.3-20.0)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,925,24.5,(20.8-28.6)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,733,26.9,(23.1-31.2)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,766,29.0,(25.1-33.3)
Health Insurance Status for Prenatal Care,Private insurance,,2016,,,
Health Insurance Status for Prenatal Care,Private insurance,,2017,910,58.6,(53.9-63.1)
Health Insurance Status for Prenatal Care,Private insurance,,2018,717,48.8,(44.1-53.6)
Health Insurance Status for Prenatal Care,Private insurance,,2019,719,48.6,(43.9-53.2)
Health Insurance Status for Prenatal Care,Medicaid,,2016,,,
Health Insurance Status for Prenatal Care,Medicaid,,2017,910,34.1,(29.8-38.7)
Health Insurance Status for Prenatal Care,Medicaid,,2018,717,43.1,(38.5-47.9)
Health Insurance Status for Prenatal Care,Medicaid,,2019,719,45.2,(40.6-49.9)
Health Insurance Status for Prenatal Care,No insurance,,2016,,,
Health Insurance Status for Prenatal Care,No insurance,,2017,910,6.6,(4.8-9.2)
Health Insurance Status for Prenatal Care,No insurance,,2018,717,7.5,(5.5-10.1)
Health Insurance Status for Prenatal Care,No insurance,,2019,719,5.4,(3.7-7.8)
Health Insurance Status Postpartum,Private insurance,,2016,,,
Health Insurance Status Postpartum,Private insurance,,2017,919,55.1,(50.5-59.6)
Health Insurance Status Postpartum,Private insurance,,2018,737,46.5,(41.9-51.2)
Health Insurance Status Postpartum,Private insurance,,2019,759,46.8,(42.3-51.3)
Health Insurance Status Postpartum,Medicaid,,2016,,,
Health Insurance Status Postpartum,Medicaid,,2017,919,18.9,(15.5-22.9)
Health Insurance Status Postpartum,Medicaid,,2018,737,26.9,(23.0-31.2)
Health Insurance Status Postpartum,Medicaid,,2019,759,29.4,(25.4-33.7)
Health Insurance Status Postpartum,No insurance,,2016,,,
Health Insurance Status Postpartum,No insurance,,2017,919,25.3,(21.6-29.5)
Health Insurance Status Postpartum,No insurance,,2018,737,26.4,(22.5-30.6)
Health Insurance Status Postpartum,No insurance,,2019,759,23.2,(19.6-27.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,,,
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,921,73.9,(69.6-77.7)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,727,73.7,(69.3-77.6)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,756,72.2,(67.9-76.0)
Breastfeeding Practices,Ever breastfed,,2016,,,
Breastfeeding Practices,Ever breastfed,,2017,919,85.2,(81.6-88.2)
Breastfeeding Practices,Ever breastfed,,2018,735,83.0,(79.2-86.3)
Breastfeeding Practices,Ever breastfed,,2019,766,79.8,(75.8-83.2)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,,,
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,908,57.7,(53.1-62.3)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,732,60.7,(56.1-65.2)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,761,55.2,(50.6-59.6)
