Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2017,983,4.3,(2.9-6.3)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,958,4.5,(3.0-6.8)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,997,5.6,(4.0-7.8)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2017,983,1.0,(0.5-2.2)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,959,1.1,(0.5-2.4)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,998,2.1,(1.2-3.6)
Substance Use,Hookah use in the last 2 years,,2017,970,4.2,(2.9-6.2)
Substance Use,Hookah use in the last 2 years,,2018,955,3.2,(2.0-5.0)
Substance Use,Hookah use in the last 2 years,,2019,989,2.9,(1.8-4.7)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2017,979,2.9,(1.9-4.6)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,966,3.4,(2.2-5.3)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,1001,3.7,(2.4-5.6)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2017,984,4.6,(3.1-6.7)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,967,3.9,(2.5-6.0)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1001,3.4,(2.2-5.3)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,981,2.6,(1.5-4.3)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,967,2.2,(1.2-4.0)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1000,2.8,(1.7-4.6)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,993,18.9,(16.0-22.3)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,972,18.5,(15.5-21.9)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,1000,20.9,(17.8-24.4)
Depression,Self-reported depression during pregnancy,,2017,983,16.8,(13.9-20.1)
Depression,Self-reported depression during pregnancy,,2018,964,18.6,(15.5-22.2)
Depression,Self-reported depression during pregnancy,,2019,991,20.9,(17.7-24.5)
Depression,Self-reported postpartum depressive symptoms,,2017,975,12.4,(9.9-15.4)
Depression,Self-reported postpartum depressive symptoms,,2018,958,14.7,(11.9-18.0)
Depression,Self-reported postpartum depressive symptoms,,2019,996,13.5,(11.0-16.6)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,993,67.0,(63.0-70.7)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,968,68.4,(64.3-72.2)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1005,70.5,(66.6-74.1)
Health Care Services,Began prenatal care in 1st trimester,,2017,981,85.7,(82.4-88.5)
Health Care Services,Began prenatal care in 1st trimester,,2018,965,86.8,(83.6-89.5)
Health Care Services,Began prenatal care in 1st trimester,,2019,996,90.0,(87.2-92.3)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,975,65.9,(62.0-69.7)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,959,68.1,(64.1-71.8)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,993,68.6,(64.7-72.3)
Health Care Services,Had maternal postpartum checkup,,2017,984,89.4,(86.5-91.8)
Health Care Services,Had maternal postpartum checkup,,2018,967,90.6,(87.5-93.0)
Health Care Services,Had maternal postpartum checkup,,2019,1007,92.5,(90.0-94.5)
Pregnancy Intention,Mistimed,,2017,976,21.6,(18.4-25.3)
Pregnancy Intention,Mistimed,,2018,955,17.6,(14.6-21.2)
Pregnancy Intention,Mistimed,,2019,985,18.9,(15.8-22.4)
Pregnancy Intention,Unwanted pregnancy,,2017,976,5.1,(3.6-7.1)
Pregnancy Intention,Unwanted pregnancy,,2018,955,5.5,(3.9-7.8)
Pregnancy Intention,Unwanted pregnancy,,2019,985,7.8,(5.8-10.4)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,976,13.1,(10.5-16.2)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,955,16.6,(13.5-20.1)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,985,13.4,(10.8-16.5)
Pregnancy Intention,Intended pregnancy,,2017,976,60.2,(56.1-64.1)
Pregnancy Intention,Intended pregnancy,,2018,955,60.3,(56.0-64.4)
Pregnancy Intention,Intended pregnancy,,2019,985,59.9,(55.8-63.9)
Postpartum Family Planning,Use of any postpartum contraception,,2017,974,79.6,(76.1-82.7)
Postpartum Family Planning,Use of any postpartum contraception,,2018,952,77.4,(73.6-80.8)
Postpartum Family Planning,Use of any postpartum contraception,,2019,997,78.8,(75.3-82.0)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,974,12.8,(10.4-15.8)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,952,14.6,(11.9-17.8)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,997,11.3,(9.0-14.1)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,974,16.4,(13.6-19.7)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,952,16.0,(13.1-19.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,997,17.9,(15.0-21.2)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,974,24.9,(21.6-28.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,952,22.9,(19.6-26.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,997,26.3,(22.9-30.0)
Postpartum Family Planning,Least effective contraceptive methods,,2017,974,25.4,(22.0-29.1)
Postpartum Family Planning,Least effective contraceptive methods,,2018,952,23.9,(20.6-27.5)
Postpartum Family Planning,Least effective contraceptive methods,,2019,997,23.4,(20.1-26.9)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,986,44.9,(40.9-48.9)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,973,46.5,(42.4-50.6)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1002,50.0,(45.9-54.0)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,960,73.3,(69.4-76.9)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,930,69.3,(65.1-73.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,972,67.6,(63.5-71.4)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,960,12.4,(9.8-15.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,930,12.7,(10.0-16.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,972,14.8,(12.0-18.1)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,960,14.3,(11.6-17.6)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,930,17.9,(14.7-21.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,972,17.6,(14.5-21.1)
Health Insurance Status for Prenatal Care,Private insurance,,2017,918,69.1,(65.0-72.9)
Health Insurance Status for Prenatal Care,Private insurance,,2018,907,67.8,(63.4-71.8)
Health Insurance Status for Prenatal Care,Private insurance,,2019,963,65.6,(61.5-69.5)
Health Insurance Status for Prenatal Care,Medicaid,,2017,918,27.8,(24.1-31.8)
Health Insurance Status for Prenatal Care,Medicaid,,2018,907,28.3,(24.4-32.6)
Health Insurance Status for Prenatal Care,Medicaid,,2019,963,30.1,(26.3-34.1)
Health Insurance Status for Prenatal Care,No insurance,,2017,918,3.1,(1.8-5.3)
Health Insurance Status for Prenatal Care,No insurance,,2018,907,3.9,(2.5-6.1)
Health Insurance Status for Prenatal Care,No insurance,,2019,963,4.3,(2.8-6.5)
Health Insurance Status Postpartum,Private insurance,,2017,957,68.1,(64.1-71.9)
Health Insurance Status Postpartum,Private insurance,,2018,926,66.0,(61.7-70.1)
Health Insurance Status Postpartum,Private insurance,,2019,976,63.6,(59.5-67.6)
Health Insurance Status Postpartum,Medicaid,,2017,957,19.9,(16.8-23.5)
Health Insurance Status Postpartum,Medicaid,,2018,926,19.4,(16.0-23.2)
Health Insurance Status Postpartum,Medicaid,,2019,976,21.7,(18.4-25.4)
Health Insurance Status Postpartum,No insurance,,2017,957,12.0,(9.4-15.1)
Health Insurance Status Postpartum,No insurance,,2018,926,14.6,(11.7-18.1)
Health Insurance Status Postpartum,No insurance,,2019,976,14.7,(11.9-17.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,922,80.2,(76.6-83.4)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,921,84.8,(81.6-87.6)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,964,84.4,(81.1-87.2)
Breastfeeding Practices,Ever breastfed,,2017,937,90.1,(87.2-92.4)
Breastfeeding Practices,Ever breastfed,,2018,937,91.1,(88.4-93.3)
Breastfeeding Practices,Ever breastfed,,2019,978,88.1,(85.1-90.5)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,934,70.0,(66.1-73.7)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,923,74.0,(70.1-77.6)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,974,72.1,(68.2-75.6)
