Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2016,1381,1.4,(0.9-2.4)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2017,1427,1.5,(0.9-2.6)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,1234,2.0,(1.3-3.1)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,1698,1.7,(1.0-2.7)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2016,1384,2.3,(1.6-3.4)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2017,1410,2.4,(1.7-3.5)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1225,2.9,(2.0-4.2)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1690,1.7,(1.0-2.6)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,1382,1.6,(1.0-2.5)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,1413,1.7,(1.1-2.6)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1225,2.6,(1.7-3.9)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1689,1.1,(0.6-2.0)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,1383,14.4,(12.4-16.7)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,1431,17.4,(15.1-20.0)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,1229,20.3,(17.7-23.2)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,1696,17.6,(15.4-20.0)
Depression,Self-reported depression during pregnancy,,2016,1374,16.7,(14.5-19.3)
Depression,Self-reported depression during pregnancy,,2017,1434,17.2,(14.9-19.8)
Depression,Self-reported depression during pregnancy,,2018,1238,19.4,(16.8-22.2)
Depression,Self-reported depression during pregnancy,,2019,1703,18.8,(16.5-21.3)
Depression,Self-reported postpartum depressive symptoms,,2016,1365,14.9,(12.8-17.3)
Depression,Self-reported postpartum depressive symptoms,,2017,1410,15.3,(13.0-17.8)
Depression,Self-reported postpartum depressive symptoms,,2018,1222,14.7,(12.5-17.2)
Depression,Self-reported postpartum depressive symptoms,,2019,1694,15.2,(13.1-17.5)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,1384,72.5,(69.6-75.1)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,1436,73.6,(70.8-76.2)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,1246,73.5,(70.5-76.3)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1701,73.1,(70.3-75.8)
Health Care Services,Began prenatal care in 1st trimester,,2016,1366,90.0,(88.1-91.7)
Health Care Services,Began prenatal care in 1st trimester,,2017,1414,86.7,(84.3-88.8)
Health Care Services,Began prenatal care in 1st trimester,,2018,1213,88.9,(86.6-90.9)
Health Care Services,Began prenatal care in 1st trimester,,2019,1680,90.4,(88.4-92.2)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,1376,63.8,(60.7-66.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,1427,60.7,(57.4-63.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,1216,64.7,(61.3-68.0)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,1698,66.0,(63.0-69.0)
Health Care Services,Had maternal postpartum checkup,,2016,1379,90.3,(88.4-91.9)
Health Care Services,Had maternal postpartum checkup,,2017,1418,91.2,(89.3-92.8)
Health Care Services,Had maternal postpartum checkup,,2018,1232,91.4,(89.5-92.9)
Health Care Services,Had maternal postpartum checkup,,2019,1698,92.0,(90.2-93.5)
Pregnancy Intention,Mistimed,,2016,1356,16.8,(14.5-19.3)
Pregnancy Intention,Mistimed,,2017,1415,17.3,(14.9-19.9)
Pregnancy Intention,Mistimed,,2018,1221,17.3,(14.8-20.0)
Pregnancy Intention,Mistimed,,2019,1693,15.1,(13.0-17.5)
Pregnancy Intention,Unwanted pregnancy,,2016,1356,3.6,(2.5-5.0)
Pregnancy Intention,Unwanted pregnancy,,2017,1415,4.9,(3.8-6.4)
Pregnancy Intention,Unwanted pregnancy,,2018,1221,3.9,(2.9-5.3)
Pregnancy Intention,Unwanted pregnancy,,2019,1693,4.5,(3.4-6.0)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,1356,11.9,(10.1-14.1)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,1415,12.5,(10.5-14.8)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,1221,13.5,(11.4-16.0)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1693,11.5,(9.7-13.6)
Pregnancy Intention,Intended pregnancy,,2016,1356,67.8,(64.7-70.6)
Pregnancy Intention,Intended pregnancy,,2017,1415,65.3,(62.1-68.3)
Pregnancy Intention,Intended pregnancy,,2018,1221,65.3,(62.0-68.4)
Pregnancy Intention,Intended pregnancy,,2019,1693,68.9,(66.0-71.7)
Postpartum Family Planning,Use of any postpartum contraception,,2016,1352,85.1,(82.7-87.3)
Postpartum Family Planning,Use of any postpartum contraception,,2017,1405,86.3,(83.9-88.4)
Postpartum Family Planning,Use of any postpartum contraception,,2018,1212,86.9,(84.4-89.0)
Postpartum Family Planning,Use of any postpartum contraception,,2019,1672,85.7,(83.4-87.7)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,1352,9.6,(7.9-11.7)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1405,11.8,(9.8-14.0)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,1212,8.7,(7.0-10.7)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1672,9.6,(8.0-11.5)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,1352,26.4,(23.6-29.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1405,28.0,(25.0-31.1)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,1212,28.9,(25.8-32.2)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1672,27.9,(25.2-30.7)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,1352,22.6,(20.0-25.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1405,20.9,(18.3-23.8)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,1212,20.9,(18.1-23.9)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1672,19.9,(17.6-22.5)
Postpartum Family Planning,Least effective contraceptive methods,,2016,1352,26.5,(23.6-29.5)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1405,25.7,(22.8-28.8)
Postpartum Family Planning,Least effective contraceptive methods,,2018,1212,28.4,(25.3-31.8)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1672,28.3,(25.5-31.3)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1389,52.3,(49.1-55.5)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1440,53.6,(50.3-56.8)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1237,53.2,(49.7-56.6)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1710,53.0,(49.9-56.1)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,1354,81.0,(78.7-83.0)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1387,80.6,(78.3-82.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1205,78.7,(76.2-81.1)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1661,79.5,(76.8-82.0)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,1354,6.2,(5.0-7.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1387,7.2,(5.9-8.8)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1205,7.1,(5.7-8.9)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1661,6.9,(5.5-8.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,1354,12.9,(11.1-14.9)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1387,12.2,(10.5-14.2)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1205,14.1,(12.2-16.3)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1661,13.6,(11.5-16.0)
Health Insurance Status for Prenatal Care,Private insurance,,2016,1294,80.7,(78.4-82.8)
Health Insurance Status for Prenatal Care,Private insurance,,2017,1334,79.3,(76.8-81.6)
Health Insurance Status for Prenatal Care,Private insurance,,2018,1187,78.0,(75.3-80.5)
Health Insurance Status for Prenatal Care,Private insurance,,2019,1615,77.9,(75.0-80.4)
Health Insurance Status for Prenatal Care,Medicaid,,2016,1294,15.0,(13.1-17.1)
Health Insurance Status for Prenatal Care,Medicaid,,2017,1334,17.0,(14.8-19.5)
Health Insurance Status for Prenatal Care,Medicaid,,2018,1187,16.2,(14.0-18.6)
Health Insurance Status for Prenatal Care,Medicaid,,2019,1615,16.5,(14.3-19.1)
Health Insurance Status for Prenatal Care,No insurance,,2016,1294,4.3,(3.3-5.6)
Health Insurance Status for Prenatal Care,No insurance,,2017,1334,3.7,(2.8-4.7)
Health Insurance Status for Prenatal Care,No insurance,,2018,1187,5.8,(4.5-7.4)
Health Insurance Status for Prenatal Care,No insurance,,2019,1615,5.6,(4.2-7.3)
Health Insurance Status Postpartum,Private insurance,,2016,1347,78.9,(76.5-81.1)
Health Insurance Status Postpartum,Private insurance,,2017,1385,76.8,(74.2-79.2)
Health Insurance Status Postpartum,Private insurance,,2018,1200,77.3,(74.7-79.7)
Health Insurance Status Postpartum,Private insurance,,2019,1658,76.5,(73.7-79.0)
Health Insurance Status Postpartum,Medicaid,,2016,1347,10.3,(8.7-12.1)
Health Insurance Status Postpartum,Medicaid,,2017,1385,11.2,(9.3-13.3)
Health Insurance Status Postpartum,Medicaid,,2018,1200,9.6,(8.0-11.5)
Health Insurance Status Postpartum,Medicaid,,2019,1658,10.9,(9.1-13.0)
Health Insurance Status Postpartum,No insurance,,2016,1347,10.9,(9.2-12.7)
Health Insurance Status Postpartum,No insurance,,2017,1385,12.0,(10.3-14.0)
Health Insurance Status Postpartum,No insurance,,2018,1200,13.0,(11.2-15.2)
Health Insurance Status Postpartum,No insurance,,2019,1658,12.6,(10.6-14.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1343,85.9,(83.6-87.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1386,87.1,(84.8-89.1)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1204,84.7,(82.1-87.0)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1646,83.3,(80.7-85.6)
Breastfeeding Practices,Ever breastfed,,2016,1357,93.6,(91.9-94.9)
Breastfeeding Practices,Ever breastfed,,2017,1398,94.1,(92.3-95.4)
Breastfeeding Practices,Ever breastfed,,2018,1214,94.0,(92.4-95.2)
Breastfeeding Practices,Ever breastfed,,2019,1665,91.6,(89.5-93.2)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,1346,77.3,(74.6-79.8)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,1391,79.3,(76.6-81.7)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,1199,78.9,(76.1-81.4)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,1656,76.6,(73.8-79.1)
