Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Health Insurance Status Postpartum,Private insurance,,2019,942,67.2,(64.4-70.0)
Health Insurance Status Postpartum,Medicaid,,2017,1028,17.1,(15.1-19.3)
Health Insurance Status Postpartum,Medicaid,,2018,954,17.6,(15.2-20.3)
Health Insurance Status Postpartum,Medicaid,,2019,942,17.8,(15.7-20.1)
Health Insurance Status Postpartum,No insurance,,2017,1028,16.2,(14.1-18.6)
Health Insurance Status Postpartum,No insurance,,2018,954,15.5,(13.3-18.1)
Health Insurance Status Postpartum,No insurance,,2019,942,15.0,(12.8-17.5)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1091,87.6,(85.3-89.7)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,982,87.0,(84.3-89.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,982,86.6,(84.0-88.8)
Breastfeeding Practices,Ever breastfed,,2017,1096,89.4,(87.4-91.2)
Breastfeeding Practices,Ever breastfed,,2018,989,91.7,(89.6-93.4)
Breastfeeding Practices,Ever breastfed,,2019,989,89.7,(87.6-91.5)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,1087,73.4,(70.5-76.2)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,986,75.7,(72.6-78.6)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,981,74.1,(71.1-76.9)
