Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,818,2.5,(1.5-4.3)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,889,1.8,(1.0-3.2)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,1029,5.4,(3.9-7.5)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,959,4.7,(3.3-6.7)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,1025,6.0,(4.5-8.1)
Depression,Self-reported depression during pregnancy,,2017,1023,10.8,(8.6-13.6)
Depression,Self-reported depression during pregnancy,,2018,951,9.2,(7.2-11.8)
Depression,Self-reported depression during pregnancy,,2019,1022,9.6,(7.5-12.1)
Depression,Self-reported postpartum depressive symptoms,,2017,1008,14.0,(11.5-17.0)
Depression,Self-reported postpartum depressive symptoms,,2018,943,10.8,(8.5-13.5)
Depression,Self-reported postpartum depressive symptoms,,2019,1015,11.6,(9.3-14.3)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,1018,66.1,(62.2-69.8)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,956,67.3,(63.5-70.9)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1022,68.0,(64.3-71.5)
Health Care Services,Began prenatal care in 1st trimester,,2017,1004,85.7,(82.6-88.3)
Health Care Services,Began prenatal care in 1st trimester,,2018,942,87.8,(84.9-90.1)
Health Care Services,Began prenatal care in 1st trimester,,2019,1013,87.9,(85.1-90.3)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,1012,25.9,(22.6-29.5)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,937,31.1,(27.5-34.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,979,36.0,(32.3-39.8)
Health Care Services,Had maternal postpartum checkup,,2017,1017,64.3,(60.4-68.0)
Health Care Services,Had maternal postpartum checkup,,2018,947,77.5,(73.9-80.6)
Health Care Services,Had maternal postpartum checkup,,2019,1019,84.0,(81.0-86.6)
Pregnancy Intention,Mistimed,,2017,1019,35.3,(31.6-39.2)
Pregnancy Intention,Mistimed,,2018,946,36.6,(32.8-40.5)
Pregnancy Intention,Mistimed,,2019,1019,37.1,(33.5-40.9)
Pregnancy Intention,Unwanted pregnancy,,2017,1019,10.1,(8.0-12.8)
Pregnancy Intention,Unwanted pregnancy,,2018,946,6.2,(4.6-8.5)
Pregnancy Intention,Unwanted pregnancy,,2019,1019,7.0,(5.3-9.2)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,1019,11.0,(8.7-13.7)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,946,10.8,(8.6-13.6)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1019,9.6,(7.6-12.1)
Pregnancy Intention,Intended pregnancy,,2017,1019,43.6,(39.8-47.6)
Pregnancy Intention,Intended pregnancy,,2018,946,46.3,(42.4-50.3)
Pregnancy Intention,Intended pregnancy,,2019,1019,46.2,(42.4-50.1)
Postpartum Family Planning,Use of any postpartum contraception,,2017,1000,77.4,(73.9-80.5)
Postpartum Family Planning,Use of any postpartum contraception,,2018,941,76.4,(72.8-79.7)
Postpartum Family Planning,Use of any postpartum contraception,,2019,1016,77.6,(74.2-80.7)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1000,26.3,(22.9-30.0)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,941,27.2,(23.7-30.9)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1016,30.0,(26.6-33.7)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1000,16.6,(13.8-19.8)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,941,8.0,(6.0-10.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1016,6.1,(4.5-8.1)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1000,10.9,(8.7-13.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,941,16.2,(13.5-19.4)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1016,15.0,(12.4-17.9)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1000,23.6,(20.4-27.1)
Postpartum Family Planning,Least effective contraceptive methods,,2018,941,25.1,(21.8-28.7)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1016,26.6,(23.3-30.1)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1020,53.1,(49.2-57.0)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,952,48.7,(44.8-52.7)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1023,53.3,(49.5-57.1)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,999,35.2,(31.6-39.0)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,938,36.3,(32.5-40.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1009,34.2,(30.7-38.0)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,999,60.7,(56.8-64.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,938,57.3,(53.2-61.2)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1009,60.8,(57.0-64.5)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,999,4.0,(2.7-6.0)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,938,6.5,(4.7-8.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1009,5.0,(3.5-7.0)
Health Insurance Status for Prenatal Care,Private insurance,,2017,961,33.6,(29.9-37.4)
Health Insurance Status for Prenatal Care,Private insurance,,2018,931,36.1,(32.2-40.1)
Health Insurance Status for Prenatal Care,Private insurance,,2019,1001,32.8,(29.3-36.5)
Health Insurance Status for Prenatal Care,Medicaid,,2017,961,65.1,(61.2-68.8)
Health Insurance Status for Prenatal Care,Medicaid,,2018,931,63.7,(59.6-67.5)
Health Insurance Status for Prenatal Care,Medicaid,,2019,1001,66.8,(63.0-70.3)
Health Insurance Status for Prenatal Care,No insurance,,2017,961,1.3,(0.6-2.8)
Health Insurance Status for Prenatal Care,No insurance,,2018,931,0.3,(0.1-1.0)
Health Insurance Status for Prenatal Care,No insurance,,2019,1001,0.5,(0.2-1.3)
Health Insurance Status Postpartum,Private insurance,,2017,1000,28.6,(25.2-32.2)
Health Insurance Status Postpartum,Private insurance,,2018,939,32.6,(28.9-36.5)
Health Insurance Status Postpartum,Private insurance,,2019,1010,29.2,(25.8-32.8)
Health Insurance Status Postpartum,Medicaid,,2017,1000,67.6,(63.8-71.1)
Health Insurance Status Postpartum,Medicaid,,2018,939,65.5,(61.6-69.3)
Health Insurance Status Postpartum,Medicaid,,2019,1010,67.1,(63.4-70.6)
Health Insurance Status Postpartum,No insurance,,2017,1000,3.8,(2.5-5.7)
Health Insurance Status Postpartum,No insurance,,2018,939,1.9,(1.1-3.3)
Health Insurance Status Postpartum,No insurance,,2019,1010,3.7,(2.5-5.4)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,992,38.1,(34.4-42.0)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,926,43.6,(39.7-47.7)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1001,44.0,(40.2-47.9)
Breastfeeding Practices,Ever breastfed,,2017,1009,93.5,(91.2-95.2)
Breastfeeding Practices,Ever breastfed,,2018,936,94.8,(92.7-96.3)
Breastfeeding Practices,Ever breastfed,,2019,1009,94.4,(92.4-96.0)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,994,72.6,(68.9-76.0)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,926,71.4,(67.7-74.9)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,1003,71.0,(67.4-74.4)
Postpartum Family Planning,Use of any postpartum contraception,,2017,1000,77.4,(73.9-80.5)
Postpartum Family Planning,Use of any postpartum contraception,,2018,941,76.4,(72.8-79.7)
Postpartum Family Planning,Use of any postpartum contraception,,2019,1016,77.6,(74.2-80.7)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1000,26.3,(22.9-30.0)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,941,27.2,(23.7-30.9)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1016,30.0,(26.6-33.7)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1000,16.6,(13.8-19.8)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,941,8.0,(6.0-10.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1016,6.1,(4.5-8.1)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1000,10.9,(8.7-13.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,941,16.2,(13.5-19.4)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1016,15.0,(12.4-17.9)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1000,23.6,(20.4-27.1)
Postpartum Family Planning,Least effective contraceptive methods,,2018,941,25.1,(21.8-28.7)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1016,26.6,(23.3-30.1)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1020,53.1,(49.2-57.0)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,952,48.7,(44.8-52.7)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1023,53.3,(49.5-57.1)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,999,35.2,(31.6-39.0)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,938,36.3,(32.5-40.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1009,34.2,(30.7-38.0)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,999,60.7,(56.8-64.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,938,57.3,(53.2-61.2)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1009,60.8,(57.0-64.5)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,999,4.0,(2.7-6.0)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,938,6.5,(4.7-8.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1009,5.0,(3.5-7.0)
Health Insurance Status for Prenatal Care,Private insurance,,2017,961,33.6,(29.9-37.4)
Health Insurance Status for Prenatal Care,Private insurance,,2018,931,36.1,(32.2-40.1)
Health Insurance Status for Prenatal Care,Private insurance,,2019,1001,32.8,(29.3-36.5)
Health Insurance Status for Prenatal Care,Medicaid,,2017,961,65.1,(61.2-68.8)
Health Insurance Status for Prenatal Care,Medicaid,,2018,931,63.7,(59.6-67.5)
Health Insurance Status for Prenatal Care,Medicaid,,2019,1001,66.8,(63.0-70.3)
Health Insurance Status for Prenatal Care,No insurance,,2017,961,1.3,(0.6-2.8)
Health Insurance Status for Prenatal Care,No insurance,,2018,931,0.3,(0.1-1.0)
Health Insurance Status for Prenatal Care,No insurance,,2019,1001,0.5,(0.2-1.3)
Health Insurance Status Postpartum,Private insurance,,2017,1000,28.6,(25.2-32.2)
Health Insurance Status Postpartum,Private insurance,,2018,939,32.6,(28.9-36.5)
Health Insurance Status Postpartum,Private insurance,,2019,1010,29.2,(25.8-32.8)
Health Insurance Status Postpartum,Medicaid,,2017,1000,67.6,(63.8-71.1)
Health Insurance Status Postpartum,Medicaid,,2018,939,65.5,(61.6-69.3)
Health Insurance Status Postpartum,Medicaid,,2019,1010,67.1,(63.4-70.6)
Health Insurance Status Postpartum,No insurance,,2017,1000,3.8,(2.5-5.7)
Health Insurance Status Postpartum,No insurance,,2018,939,1.9,(1.1-3.3)
Health Insurance Status Postpartum,No insurance,,2019,1010,3.7,(2.5-5.4)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,992,38.1,(34.4-42.0)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,926,43.6,(39.7-47.7)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1001,44.0,(40.2-47.9)
Breastfeeding Practices,Ever breastfed,,2017,1009,93.5,(91.2-95.2)
Breastfeeding Practices,Ever breastfed,,2018,936,94.8,(92.7-96.3)
Breastfeeding Practices,Ever breastfed,,2019,1009,94.4,(92.4-96.0)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,994,72.6,(68.9-76.0)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,926,71.4,(67.7-74.9)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,1003,71.0,(67.4-74.4)
