Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,851,4.1,(2.7-6.2)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,,,
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,967,2.1,(1.3-3.6)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,898,2.8,(1.7-4.5)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,849,2.5,(1.5-4.3)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,,,
Depression,Self-reported depression in the 3 months before pregnancy,,2017,986,13.0,(10.7-15.7)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,911,11.5,(9.3-14.0)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,867,15.3,(12.6-18.4)
Depression,Self-reported depression during pregnancy,,2016,,,
Depression,Self-reported depression during pregnancy,,2017,973,13.7,(11.4-16.6)
Depression,Self-reported depression during pregnancy,,2018,895,12.5,(10.1-15.3)
Depression,Self-reported depression during pregnancy,,2019,859,15.1,(12.4-18.3)
Depression,Self-reported postpartum depressive symptoms,,2016,,,
Depression,Self-reported postpartum depressive symptoms,,2017,974,11.7,(9.5-14.2)
Depression,Self-reported postpartum depressive symptoms,,2018,903,11.8,(9.5-14.6)
Depression,Self-reported postpartum depressive symptoms,,2019,850,10.7,(8.5-13.4)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,,,
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,983,65.8,(62.1-69.2)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,906,65.8,(62.0-69.4)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,863,64.8,(60.9-68.5)
Health Care Services,Began prenatal care in 1st trimester,,2016,,,
Health Care Services,Began prenatal care in 1st trimester,,2017,974,87.4,(84.7-89.7)
Health Care Services,Began prenatal care in 1st trimester,,2018,905,85.1,(81.9-87.8)
Health Care Services,Began prenatal care in 1st trimester,,2019,858,86.9,(83.9-89.5)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,,,
Health Care Services,Had a flu shot in the 12 months before birth,,2017,984,65.1,(61.5-68.6)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,899,62.1,(58.3-65.8)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,852,68.2,(64.4-71.8)
Health Care Services,Had maternal postpartum checkup,,2016,,,
Health Care Services,Had maternal postpartum checkup,,2017,965,92.8,(90.6-94.6)
Health Care Services,Had maternal postpartum checkup,,2018,904,92.8,(90.6-94.5)
Health Care Services,Had maternal postpartum checkup,,2019,855,91.6,(89.0-93.5)
Pregnancy Intention,Mistimed,,2016,,,
Pregnancy Intention,Mistimed,,2017,988,23.4,(20.3-26.7)
Pregnancy Intention,Mistimed,,2018,910,20.2,(17.2-23.6)
Pregnancy Intention,Mistimed,,2019,866,19.2,(16.1-22.6)
Pregnancy Intention,Unwanted pregnancy,,2016,,,
Pregnancy Intention,Unwanted pregnancy,,2017,988,7.1,(5.3-9.3)
Pregnancy Intention,Unwanted pregnancy,,2018,910,6.4,(4.6-8.9)
Pregnancy Intention,Unwanted pregnancy,,2019,866,5.8,(4.2-7.8)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,,,
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,988,13.4,(11.0-16.1)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,910,14.6,(12.0-17.6)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,866,19.2,(16.2-22.6)
Pregnancy Intention,Intended pregnancy,,2016,,,
Pregnancy Intention,Intended pregnancy,,2017,988,56.2,(52.5-59.8)
Pregnancy Intention,Intended pregnancy,,2018,910,58.8,(54.9-62.6)
Pregnancy Intention,Intended pregnancy,,2019,866,55.9,(51.9-59.7)
Postpartum Family Planning,Use of any postpartum contraception,,2016,,,
Postpartum Family Planning,Use of any postpartum contraception,,2017,954,78.1,(74.9-81.0)
Postpartum Family Planning,Use of any postpartum contraception,,2018,894,79.5,(76.3-82.5)
Postpartum Family Planning,Use of any postpartum contraception,,2019,845,77.1,(73.6-80.3)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,,,
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,954,11.6,(9.5-14.1)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,894,12.2,(9.9-14.9)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,845,12.7,(10.4-15.5)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,,,
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,954,20.2,(17.3-23.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,894,18.9,(16.0-22.2)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,845,18.3,(15.4-21.5)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,,,
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,954,27.2,(24.0-30.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,894,27.7,(24.3-31.4)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,845,26.7,(23.3-30.4)
Postpartum Family Planning,Least effective contraceptive methods,,2016,,,
Postpartum Family Planning,Least effective contraceptive methods,,2017,954,19.1,(16.4-22.2)
Postpartum Family Planning,Least effective contraceptive methods,,2018,894,20.7,(17.8-23.9)
Postpartum Family Planning,Least effective contraceptive methods,,2019,845,19.4,(16.6-22.6)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,,,
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,990,42.4,(38.8-46.0)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,911,44.1,(40.4-47.9)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,860,45.3,(41.4-49.2)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,963,58.1,(54.3-61.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,885,62.2,(58.3-65.9)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,846,60.7,(56.7-64.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,,,
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,963,23.1,(19.9-26.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,885,15.6,(12.9-18.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,846,15.8,(13.1-19.1)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,963,18.8,(16.1-21.9)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,885,21.7,(18.7-25.1)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,846,22.9,(19.7-26.5)
Health Insurance Status for Prenatal Care,Private insurance,,2016,,,
Health Insurance Status for Prenatal Care,Private insurance,,2017,953,55.2,(51.5-58.9)
Health Insurance Status for Prenatal Care,Private insurance,,2018,863,55.4,(51.4-59.3)
Health Insurance Status for Prenatal Care,Private insurance,,2019,826,56.3,(52.3-60.3)
Health Insurance Status for Prenatal Care,Medicaid,,2016,,,
Health Insurance Status for Prenatal Care,Medicaid,,2017,953,37.5,(33.9-41.3)
Health Insurance Status for Prenatal Care,Medicaid,,2018,863,35.5,(31.7-39.4)
Health Insurance Status for Prenatal Care,Medicaid,,2019,826,37.2,(33.3-41.2)
Health Insurance Status for Prenatal Care,No insurance,,2016,,,
Health Insurance Status for Prenatal Care,No insurance,,2017,953,7.3,(5.6-9.4)
Health Insurance Status for Prenatal Care,No insurance,,2018,863,9.0,(7.0-11.5)
Health Insurance Status for Prenatal Care,No insurance,,2019,826,6.5,(4.8-8.7)
Health Insurance Status Postpartum,Private insurance,,2016,,,
Health Insurance Status Postpartum,Private insurance,,2017,963,53.9,(50.2-57.6)
Health Insurance Status Postpartum,Private insurance,,2018,889,54.3,(50.4-58.1)
Health Insurance Status Postpartum,Private insurance,,2019,847,55.8,(51.9-59.8)
Health Insurance Status Postpartum,Medicaid,,2016,,,
Health Insurance Status Postpartum,Medicaid,,2017,963,31.8,(28.4-35.5)
Health Insurance Status Postpartum,Medicaid,,2018,889,25.9,(22.5-29.6)
Health Insurance Status Postpartum,Medicaid,,2019,847,24.1,(20.7-27.7)
Health Insurance Status Postpartum,No insurance,,2016,,,
Health Insurance Status Postpartum,No insurance,,2017,963,13.7,(11.4-16.4)
Health Insurance Status Postpartum,No insurance,,2018,889,19.6,(16.7-22.9)
Health Insurance Status Postpartum,No insurance,,2019,847,20.1,(17.0-23.5)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,,,
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,927,79.9,(76.7-82.8)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,870,81.4,(77.9-84.4)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,815,77.1,(73.5-80.4)
Breastfeeding Practices,Ever breastfed,,2016,,,
Breastfeeding Practices,Ever breastfed,,2017,941,86.4,(83.5-88.9)
Breastfeeding Practices,Ever breastfed,,2018,876,88.7,(85.8-91.1)
Breastfeeding Practices,Ever breastfed,,2019,833,88.1,(85.1-90.5)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,,,
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,918,68.3,(64.6-71.8)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,871,68.9,(65.1-72.4)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,816,67.3,(63.5-71.0)
