Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,766,1.6,(0.9-2.9)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,755,2.1,(1.0-4.2)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2016,941,3.4,(2.2-5.3)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2017,835,3.2,(1.9-5.4)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,761,2.5,(1.3-4.8)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,757,3.6,(2.0-6.3)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,938,3.4,(2.2-5.4)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,833,1.9,(1.0-3.4)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,763,1.4,(0.7-2.7)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,756,1.7,(0.7-3.9)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,937,16.3,(13.5-19.6)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,840,13.7,(10.9-17.1)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,764,14.7,(11.5-18.5)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,747,17.9,(14.3-22.2)
Depression,Self-reported depression during pregnancy,,2016,928,12.5,(10.0-15.5)
Depression,Self-reported depression during pregnancy,,2017,828,9.8,(7.5-12.7)
Depression,Self-reported depression during pregnancy,,2018,764,14.2,(11.1-18.1)
Depression,Self-reported depression during pregnancy,,2019,746,15.6,(12.1-19.8)
Depression,Self-reported postpartum depressive symptoms,,2016,926,12.6,(10.1-15.6)
Depression,Self-reported postpartum depressive symptoms,,2017,830,12.7,(10.0-16.1)
Depression,Self-reported postpartum depressive symptoms,,2018,751,11.1,(8.4-14.5)
Depression,Self-reported postpartum depressive symptoms,,2019,745,13.2,(10.1-17.0)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,934,74.6,(70.8-78.1)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,838,76.4,(72.2-80.2)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,766,76.6,(72.2-80.6)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,749,74.4,(69.7-78.6)
Health Care Services,Began prenatal care in 1st trimester,,2016,929,89.3,(86.4-91.7)
Health Care Services,Began prenatal care in 1st trimester,,2017,822,89.3,(85.8-92.0)
Health Care Services,Began prenatal care in 1st trimester,,2018,754,91.8,(88.6-94.2)
Health Care Services,Began prenatal care in 1st trimester,,2019,749,91.2,(87.9-93.6)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,927,60.3,(56.3-64.2)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,835,61.4,(56.8-65.8)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,756,56.5,(51.6-61.2)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,744,64.3,(59.5-68.8)
Health Care Services,Had maternal postpartum checkup,,2016,934,88.2,(85.2-90.7)
Health Care Services,Had maternal postpartum checkup,,2017,840,89.9,(86.5-92.5)
Health Care Services,Had maternal postpartum checkup,,2018,764,92.4,(89.3-94.7)
Health Care Services,Had maternal postpartum checkup,,2019,755,91.2,(87.7-93.7)
Pregnancy Intention,Mistimed,,2016,939,18.3,(15.4-21.7)
Pregnancy Intention,Mistimed,,2017,837,16.3,(13.1-20.1)
Pregnancy Intention,Mistimed,,2018,761,18.4,(14.9-22.6)
Pregnancy Intention,Mistimed,,2019,742,13.1,(10.0-17.1)
Pregnancy Intention,Unwanted pregnancy,,2016,939,5.2,(3.6-7.4)
Pregnancy Intention,Unwanted pregnancy,,2017,837,3.7,(2.3-6.0)
Pregnancy Intention,Unwanted pregnancy,,2018,761,3.8,(2.4-6.2)
Pregnancy Intention,Unwanted pregnancy,,2019,742,7.8,(5.5-11.1)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,939,13.6,(11.1-16.7)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,837,16.6,(13.4-20.4)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,761,16.5,(13.1-20.5)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,742,12.5,(9.7-16.1)
Pregnancy Intention,Intended pregnancy,,2016,939,62.8,(58.8-66.6)
Pregnancy Intention,Intended pregnancy,,2017,837,63.4,(58.8-67.7)
Pregnancy Intention,Intended pregnancy,,2018,761,61.3,(56.4-65.9)
Pregnancy Intention,Intended pregnancy,,2019,742,66.5,(61.7-71.0)
Postpartum Family Planning,Use of any postpartum contraception,,2016,916,74.5,(70.9-77.9)
Postpartum Family Planning,Use of any postpartum contraception,,2017,828,69.0,(64.6-73.1)
Postpartum Family Planning,Use of any postpartum contraception,,2018,750,71.4,(66.8-75.6)
Postpartum Family Planning,Use of any postpartum contraception,,2019,746,72.0,(67.5-76.1)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,916,11.4,(9.0-14.4)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,828,8.5,(6.3-11.4)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,750,10.0,(7.5-13.2)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,746,9.8,(7.3-13.1)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,916,13.5,(10.9-16.6)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,828,12.6,(9.8-16.1)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,750,16.8,(13.5-20.7)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,746,15.6,(12.3-19.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,916,24.1,(20.8-27.8)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,828,25.3,(21.5-29.4)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,750,23.3,(19.3-27.7)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,746,22.6,(18.8-26.9)
Postpartum Family Planning,Least effective contraceptive methods,,2016,916,25.5,(22.2-29.2)
Postpartum Family Planning,Least effective contraceptive methods,,2017,828,22.6,(19.0-26.6)
Postpartum Family Planning,Least effective contraceptive methods,,2018,750,21.4,(17.8-25.6)
Postpartum Family Planning,Least effective contraceptive methods,,2019,746,24.0,(20.3-28.3)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,942,51.2,(47.2-55.2)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,841,48.0,(43.4-52.5)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,769,55.4,(50.6-60.2)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,757,48.9,(44.1-53.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,915,63.8,(59.7-67.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,814,72.9,(68.5-76.9)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,751,70.8,(65.9-75.2)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,737,68.1,(63.1-72.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,915,23.5,(20.2-27.3)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,814,17.8,(14.6-21.6)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,751,19.6,(15.9-24.0)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,737,23.9,(19.7-28.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,915,10.8,(8.4-13.8)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,814,7.0,(4.8-10.2)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,751,8.2,(5.6-11.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,737,7.3,(4.9-10.5)
Health Insurance Status for Prenatal Care,Private insurance,,2016,911,64.0,(59.9-67.9)
Health Insurance Status for Prenatal Care,Private insurance,,2017,811,72.3,(67.8-76.4)
Health Insurance Status for Prenatal Care,Private insurance,,2018,737,67.3,(62.3-71.9)
Health Insurance Status for Prenatal Care,Private insurance,,2019,729,66.4,(61.4-71.1)
Health Insurance Status for Prenatal Care,Medicaid,,2016,911,33.0,(29.2-37.1)
Health Insurance Status for Prenatal Care,Medicaid,,2017,811,24.5,(20.6-28.8)
Health Insurance Status for Prenatal Care,Medicaid,,2018,737,29.6,(25.1-34.6)
Health Insurance Status for Prenatal Care,Medicaid,,2019,729,32.4,(27.7-37.4)
Health Insurance Status for Prenatal Care,No insurance,,2016,911,2.0,(1.1-3.6)
Health Insurance Status for Prenatal Care,No insurance,,2017,811,1.0,(0.4-2.4)
Health Insurance Status for Prenatal Care,No insurance,,2018,737,2.3,(1.0-4.8)
Health Insurance Status for Prenatal Care,No insurance,,2019,729,1.0,(0.4-2.5)
Health Insurance Status Postpartum,Private insurance,,2016,914,62.4,(58.3-66.4)
Health Insurance Status Postpartum,Private insurance,,2017,819,69.5,(64.9-73.7)
Health Insurance Status Postpartum,Private insurance,,2018,749,65.3,(60.3-70.0)
Health Insurance Status Postpartum,Private insurance,,2019,742,62.4,(57.4-67.2)
Health Insurance Status Postpartum,Medicaid,,2016,914,30.2,(26.5-34.2)
Health Insurance Status Postpartum,Medicaid,,2017,819,24.6,(20.7-28.9)
Health Insurance Status Postpartum,Medicaid,,2018,749,26.7,(22.4-31.5)
Health Insurance Status Postpartum,Medicaid,,2019,742,32.6,(28.0-37.6)
Health Insurance Status Postpartum,No insurance,,2016,914,5.9,(4.2-8.2)
Health Insurance Status Postpartum,No insurance,,2017,819,3.7,(2.1-6.3)
Health Insurance Status Postpartum,No insurance,,2018,749,6.6,(4.3-9.8)
Health Insurance Status Postpartum,No insurance,,2019,742,4.6,(2.7-7.6)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,896,79.3,(75.7-82.5)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,798,79.0,(75.0-82.6)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,730,81.3,(77.0-84.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,720,80.6,(76.2-84.4)
Breastfeeding Practices,Ever breastfed,,2016,915,85.8,(82.7-88.5)
Breastfeeding Practices,Ever breastfed,,2017,815,88.2,(84.9-90.8)
Breastfeeding Practices,Ever breastfed,,2018,742,88.6,(85.0-91.4)
Breastfeeding Practices,Ever breastfed,,2019,739,89.4,(86.2-91.9)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,910,66.7,(62.8-70.5)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,807,67.5,(63.0-71.7)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,737,69.8,(65.1-74.1)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,733,68.9,(64.2-73.2)
