Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,981,9.4,(7.3-12.1)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,807,6.2,(4.8-8.1)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,809,7.3,(5.4-9.8)
Health Insurance Status for Prenatal Care,Private insurance,,2016,884,65.4,(61.0-69.6)
Health Insurance Status for Prenatal Care,Private insurance,,2017,933,65.8,(61.2-70.1)
Health Insurance Status for Prenatal Care,Private insurance,,2018,780,69.3,(64.1-74.0)
Health Insurance Status for Prenatal Care,Private insurance,,2019,788,66.6,(61.2-71.6)
Health Insurance Status for Prenatal Care,Medicaid,,2016,884,32.2,(28.0-36.6)
Health Insurance Status for Prenatal Care,Medicaid,,2017,933,31.6,(27.4-36.2)
Health Insurance Status for Prenatal Care,Medicaid,,2018,780,29.1,(24.4-34.3)
Health Insurance Status for Prenatal Care,Medicaid,,2019,788,29.8,(25.0-35.1)
Health Insurance Status for Prenatal Care,No insurance,,2016,884,2.4,(1.5-4.0)
Health Insurance Status for Prenatal Care,No insurance,,2017,933,2.6,(1.5-4.3)
Health Insurance Status for Prenatal Care,No insurance,,2018,780,1.6,(1.1-2.5)
Health Insurance Status for Prenatal Care,No insurance,,2019,788,3.6,(1.9-6.6)
Health Insurance Status Postpartum,Private insurance,,2016,924,64.8,(60.5-69.0)
Health Insurance Status Postpartum,Private insurance,,2017,974,63.5,(59.1-67.8)
Health Insurance Status Postpartum,Private insurance,,2018,799,67.5,(62.3-72.2)
Health Insurance Status Postpartum,Private insurance,,2019,803,65.7,(60.5-70.7)
Health Insurance Status Postpartum,Medicaid,,2016,924,28.6,(24.7-32.9)
Health Insurance Status Postpartum,Medicaid,,2017,974,27.9,(23.9-32.3)
Health Insurance Status Postpartum,Medicaid,,2018,799,26.0,(21.5-31.1)
Health Insurance Status Postpartum,Medicaid,,2019,803,27.2,(22.5-32.4)
Health Insurance Status Postpartum,No insurance,,2016,924,5.7,(4.2-7.5)
Health Insurance Status Postpartum,No insurance,,2017,974,7.4,(5.7-9.7)
Health Insurance Status Postpartum,No insurance,,2018,799,6.4,(4.6-8.9)
Health Insurance Status Postpartum,No insurance,,2019,803,7.0,(5.0-9.8)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,946,87.7,(84.6-90.2)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1002,86.7,(83.4-89.4)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,812,82.7,(78.4-86.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,815,84.8,(80.8-88.1)
Breastfeeding Practices,Ever breastfed,,2016,957,87.9,(84.7-90.6)
Breastfeeding Practices,Ever breastfed,,2017,1003,86.7,(83.2-89.6)
Breastfeeding Practices,Ever breastfed,,2018,816,85.8,(81.4-89.3)
Breastfeeding Practices,Ever breastfed,,2019,817,90.3,(86.8-93.0)
