Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Health Care Services,Began prenatal care in 1st trimester,,2018,1126,90.6,(87.4-93.1)
Health Care Services,Began prenatal care in 1st trimester,,2019,965,85.9,(81.7-89.2)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,649,61.2,(56.2-65.8)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,1053,64.7,(59.8-69.3)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,1126,57.1,(52.2-61.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,973,66.0,(61.0-70.6)
Health Care Services,Had maternal postpartum checkup,,2016,669,90.2,(87.0-92.7)
Health Care Services,Had maternal postpartum checkup,,2017,1070,89.6,(86.2-92.3)
Health Care Services,Had maternal postpartum checkup,,2018,1133,90.2,(86.8-92.8)
Health Care Services,Had maternal postpartum checkup,,2019,975,91.1,(87.6-93.7)
Pregnancy Intention,Mistimed,,2016,665,15.4,(12.2-19.4)
Pregnancy Intention,Mistimed,,2017,1057,17.3,(13.8-21.5)
Pregnancy Intention,Mistimed,,2018,1127,18.4,(14.8-22.6)
Pregnancy Intention,Mistimed,,2019,972,21.0,(17.0-25.5)
Pregnancy Intention,Unwanted pregnancy,,2016,665,6.2,(4.1-9.2)
Pregnancy Intention,Unwanted pregnancy,,2017,1057,5.9,(4.0-8.6)
Pregnancy Intention,Unwanted pregnancy,,2018,1127,6.9,(4.8-10.0)
Pregnancy Intention,Unwanted pregnancy,,2019,972,6.1,(4.1-9.2)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,665,18.4,(14.9-22.6)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,1057,12.7,(9.7-16.3)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,1127,15.4,(12.1-19.3)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,972,13.0,(9.9-16.9)
Pregnancy Intention,Intended pregnancy,,2016,665,60.0,(55.1-64.7)
Pregnancy Intention,Intended pregnancy,,2017,1057,64.1,(59.3-68.7)
Pregnancy Intention,Intended pregnancy,,2018,1127,59.3,(54.4-64.1)
Pregnancy Intention,Intended pregnancy,,2019,972,59.8,(54.7-64.7)
Postpartum Family Planning,Use of any postpartum contraception,,2016,658,77.6,(73.3-81.4)
Postpartum Family Planning,Use of any postpartum contraception,,2017,1047,81.9,(77.9-85.4)
Postpartum Family Planning,Use of any postpartum contraception,,2018,1119,74.3,(69.9-78.3)
Postpartum Family Planning,Use of any postpartum contraception,,2019,949,74.7,(69.9-78.9)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,658,12.3,(9.5-15.8)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1047,9.2,(6.8-12.5)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,1119,11.6,(8.8-15.2)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,949,10.3,(7.5-13.9)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,658,16.9,(13.4-21.0)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1047,17.8,(14.3-21.9)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,1119,16.0,(12.7-19.9)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,949,14.6,(11.4-18.5)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,658,25.3,(21.3-29.9)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1047,29.8,(25.4-34.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,1119,22.7,(18.9-27.1)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,949,26.7,(22.3-31.5)
Postpartum Family Planning,Least effective contraceptive methods,,2016,658,23.1,(19.3-27.4)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1047,25.1,(21.1-29.6)
Postpartum Family Planning,Least effective contraceptive methods,,2018,1119,24.0,(20.2-28.4)
Postpartum Family Planning,Least effective contraceptive methods,,2019,949,23.1,(19.1-27.7)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,674,44.7,(40.0-49.6)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1078,52.2,(47.4-57.1)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1143,49.9,(45.1-54.7)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,983,48.4,(43.4-53.4)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,642,69.9,(65.0-74.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1036,72.1,(67.4-76.4)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1091,74.6,(69.9-78.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,924,70.3,(65.2-74.9)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,642,11.4,(8.5-15.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1036,11.7,(8.8-15.4)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1091,12.0,(9.0-15.9)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,924,15.1,(11.6-19.5)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,642,18.8,(15.2-23.0)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1036,16.2,(12.8-20.2)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1091,13.4,(10.4-17.1)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,924,14.6,(11.3-18.8)
Health Insurance Status for Prenatal Care,Private insurance,,2016,589,65.1,(59.9-69.9)
Health Insurance Status for Prenatal Care,Private insurance,,2017,989,71.2,(66.3-75.7)
Health Insurance Status for Prenatal Care,Private insurance,,2018,1043,74.8,(70.0-79.1)
Health Insurance Status for Prenatal Care,Private insurance,,2019,895,66.4,(61.1-71.3)
Health Insurance Status for Prenatal Care,Medicaid,,2016,589,30.4,(25.8-35.5)
Health Insurance Status for Prenatal Care,Medicaid,,2017,989,23.7,(19.5-28.4)
Health Insurance Status for Prenatal Care,Medicaid,,2018,1043,21.4,(17.4-26.1)
Health Insurance Status for Prenatal Care,Medicaid,,2019,895,30.2,(25.4-35.4)
Health Insurance Status for Prenatal Care,No insurance,,2016,589,4.5,(2.8-7.1)
Health Insurance Status for Prenatal Care,No insurance,,2017,989,5.1,(3.3-7.8)
Health Insurance Status for Prenatal Care,No insurance,,2018,1043,3.7,(2.2-6.3)
Health Insurance Status for Prenatal Care,No insurance,,2019,895,3.4,(1.9-6.0)
Health Insurance Status Postpartum,Private insurance,,2016,632,66.0,(61.0-70.6)
Health Insurance Status Postpartum,Private insurance,,2017,1013,66.0,(61.0-70.6)
Health Insurance Status Postpartum,Private insurance,,2018,1069,70.3,(65.3-74.8)
Health Insurance Status Postpartum,Private insurance,,2019,899,64.6,(59.3-69.5)
Health Insurance Status Postpartum,Medicaid,,2016,632,16.0,(12.6-20.1)
Health Insurance Status Postpartum,Medicaid,,2017,1013,15.2,(11.9-19.3)
Health Insurance Status Postpartum,Medicaid,,2018,1069,17.4,(13.7-21.8)
Health Insurance Status Postpartum,Medicaid,,2019,899,24.5,(20.2-29.5)
Health Insurance Status Postpartum,No insurance,,2016,632,18.0,(14.4-22.2)
Health Insurance Status Postpartum,No insurance,,2017,1013,18.8,(15.1-23.1)
Health Insurance Status Postpartum,No insurance,,2018,1069,12.4,(9.3-16.2)
Health Insurance Status Postpartum,No insurance,,2019,899,10.9,(8.0-14.7)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,651,78.0,(73.6-81.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1054,75.9,(71.3-80.0)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1122,82.0,(78.0-85.5)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,957,80.7,(76.2-84.5)
Breastfeeding Practices,Ever breastfed,,2016,656,88.3,(84.6-91.1)
Breastfeeding Practices,Ever breastfed,,2017,1057,89.9,(86.5-92.6)
Breastfeeding Practices,Ever breastfed,,2018,1128,89.4,(85.7-92.2)
Breastfeeding Practices,Ever breastfed,,2019,965,88.5,(84.5-91.5)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,658,68.0,(63.2-72.4)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,1053,72.5,(67.9-76.8)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,1119,70.2,(65.4-74.6)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,954,70.9,(65.9-75.4)
