Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Depression,Self-reported depression during pregnancy,,2018,784,16.4,(13.9-19.3)
Depression,Self-reported depression during pregnancy,,2019,781,15.9,(13.4-18.7)
Depression,Self-reported postpartum depressive symptoms,,2016,,,
Depression,Self-reported postpartum depressive symptoms,,2017,854,19.9,(17.2-22.9)
Depression,Self-reported postpartum depressive symptoms,,2018,785,17.3,(14.7-20.2)
Depression,Self-reported postpartum depressive symptoms,,2019,767,23.5,(20.5-26.7)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,,,
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,870,55.1,(51.8-58.3)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,804,58.2,(54.8-61.5)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,789,56.5,(53.1-59.8)
Health Care Services,Began prenatal care in 1st trimester,,2016,,,
Health Care Services,Began prenatal care in 1st trimester,,2017,859,83.0,(80.2-85.5)
Health Care Services,Began prenatal care in 1st trimester,,2018,795,83.2,(80.3-85.7)
Health Care Services,Began prenatal care in 1st trimester,,2019,787,83.0,(80.2-85.5)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,,,
Health Care Services,Had a flu shot in the 12 months before birth,,2017,863,47.4,(43.9-50.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,795,46.5,(43.0-50.1)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,779,52.7,(49.2-56.2)
Health Care Services,Had maternal postpartum checkup,,2016,,,
Health Care Services,Had maternal postpartum checkup,,2017,859,88.7,(86.3-90.8)
Health Care Services,Had maternal postpartum checkup,,2018,782,94.3,(92.3-95.8)
Health Care Services,Had maternal postpartum checkup,,2019,776,92.8,(90.7-94.4)
Pregnancy Intention,Mistimed,,2016,,,
Pregnancy Intention,Mistimed,,2017,873,24.3,(21.4-27.5)
Pregnancy Intention,Mistimed,,2018,801,21.7,(18.9-24.9)
Pregnancy Intention,Mistimed,,2019,786,21.6,(18.9-24.7)
Pregnancy Intention,Unwanted pregnancy,,2016,,,
Pregnancy Intention,Unwanted pregnancy,,2017,873,8.6,(6.8-10.8)
Pregnancy Intention,Unwanted pregnancy,,2018,801,7.3,(5.7-9.4)
Pregnancy Intention,Unwanted pregnancy,,2019,786,8.8,(6.9-11.0)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,,,
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,873,17.7,(15.2-20.6)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,801,17.3,(14.7-20.2)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,786,20.9,(18.1-23.9)
Pregnancy Intention,Intended pregnancy,,2016,,,
Pregnancy Intention,Intended pregnancy,,2017,873,49.4,(46.0-52.7)
Pregnancy Intention,Intended pregnancy,,2018,801,53.6,(50.1-57.1)
Pregnancy Intention,Intended pregnancy,,2019,786,48.7,(45.3-52.2)
Postpartum Family Planning,Use of any postpartum contraception,,2016,,,
Postpartum Family Planning,Use of any postpartum contraception,,2017,848,81.0,(78.0-83.6)
Postpartum Family Planning,Use of any postpartum contraception,,2018,774,78.2,(75.0-81.1)
Postpartum Family Planning,Use of any postpartum contraception,,2019,763,83.3,(80.5-85.9)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,,,
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,848,18.1,(15.5-21.0)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,774,13.2,(11.0-15.9)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,763,17.7,(15.1-20.6)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,,,
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,848,16.3,(13.8-19.1)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,774,13.8,(11.4-16.5)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,763,15.1,(12.7-17.8)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,,,
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,848,30.7,(27.5-34.1)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,774,32.0,(28.7-35.5)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,763,31.8,(28.6-35.3)
Postpartum Family Planning,Least effective contraceptive methods,,2016,,,
Postpartum Family Planning,Least effective contraceptive methods,,2017,848,16.0,(13.6-18.6)
Postpartum Family Planning,Least effective contraceptive methods,,2018,774,19.2,(16.5-22.2)
Postpartum Family Planning,Least effective contraceptive methods,,2019,763,18.7,(16.2-21.6)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,,,
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,868,36.0,(33.0-39.2)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,795,36.6,(33.4-39.9)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,791,35.4,(32.3-38.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,858,59.5,(56.7-62.2)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,786,59.2,(56.5-61.8)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,761,62.1,(59.3-64.8)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,,,
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,858,19.0,(16.5-21.8)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,786,24.0,(21.3-26.9)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,761,21.7,(19.0-24.6)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,858,21.0,(18.4-23.8)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,786,16.5,(14.1-19.3)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,761,16.1,(13.7-18.8)
Health Insurance Status for Prenatal Care,Private insurance,,2016,,,
Health Insurance Status for Prenatal Care,Private insurance,,2017,848,51.3,(48.8-53.7)
Health Insurance Status for Prenatal Care,Private insurance,,2018,783,53.4,(50.9-55.8)
Health Insurance Status for Prenatal Care,Private insurance,,2019,754,55.8,(53.3-58.4)
Health Insurance Status for Prenatal Care,Medicaid,,2016,,,
Health Insurance Status for Prenatal Care,Medicaid,,2017,848,45.9,(43.4-48.5)
Health Insurance Status for Prenatal Care,Medicaid,,2018,783,44.4,(42.0-46.8)
Health Insurance Status for Prenatal Care,Medicaid,,2019,754,41.6,(39.0-44.2)
Health Insurance Status for Prenatal Care,No insurance,,2016,,,
Health Insurance Status for Prenatal Care,No insurance,,2017,848,2.2,(1.4-3.6)
Health Insurance Status for Prenatal Care,No insurance,,2018,783,1.8,(1.1-3.1)
Health Insurance Status for Prenatal Care,No insurance,,2019,754,2.4,(1.5-3.7)
Health Insurance Status Postpartum,Private insurance,,2016,,,
Health Insurance Status Postpartum,Private insurance,,2017,862,54.7,(52.0-57.4)
Health Insurance Status Postpartum,Private insurance,,2018,794,51.8,(49.4-54.2)
Health Insurance Status Postpartum,Private insurance,,2019,763,54.1,(51.4-56.8)
Health Insurance Status Postpartum,Medicaid,,2016,,,
Health Insurance Status Postpartum,Medicaid,,2017,862,28.6,(25.8-31.7)
Health Insurance Status Postpartum,Medicaid,,2018,794,33.0,(30.1-36.0)
Health Insurance Status Postpartum,Medicaid,,2019,763,29.8,(27.0-32.9)
Health Insurance Status Postpartum,No insurance,,2016,,,
Health Insurance Status Postpartum,No insurance,,2017,862,16.6,(14.3-19.3)
Health Insurance Status Postpartum,No insurance,,2018,794,15.2,(12.9-17.8)
Health Insurance Status Postpartum,No insurance,,2019,763,16.0,(13.6-18.8)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,,,
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,830,72.1,(68.8-75.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,754,75.3,(71.9-78.4)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,750,72.0,(68.6-75.1)
Breastfeeding Practices,Ever breastfed,,2016,,,
Breastfeeding Practices,Ever breastfed,,2017,840,78.0,(74.9-80.8)
Breastfeeding Practices,Ever breastfed,,2018,776,78.6,(75.4-81.5)
Breastfeeding Practices,Ever breastfed,,2019,759,77.8,(74.7-80.7)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,,,
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,836,50.1,(46.7-53.6)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,771,50.4,(46.8-53.9)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,763,51.2,(47.7-54.7)
