Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2018,541,20.5,(16.7-24.9)
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2019,491,23.6,(19.3-28.6)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2016,613,11.2,(8.6-14.4)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2017,495,10.0,(7.3-13.5)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2018,542,9.0,(6.5-12.4)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2019,491,11.4,(8.4-15.4)
Substance Use,Any cigarette smoking,Postpartum,2016,613,14.4,(11.5-17.9)
Substance Use,Any cigarette smoking,Postpartum,2017,496,16.3,(12.7-20.6)
Substance Use,Any cigarette smoking,Postpartum,2018,542,11.6,(8.8-15.3)
Substance Use,Any cigarette smoking,Postpartum,2019,490,13.6,(10.2-17.8)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2016,606,7.0,(4.9-9.9)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2017,496,5.6,(3.5-8.8)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,542,5.8,(3.9-8.7)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,492,9.4,(6.6-13.1)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2016,605,2.6,(1.4-4.7)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2017,496,1.2,(0.4-3.3)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,542,1.0,(0.4-2.5)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,492,1.4,(0.6-3.7)
Substance Use,Hookah use in the last 2 years,,2016,604,4.7,(3.0-7.2)
Substance Use,Hookah use in the last 2 years,,2017,490,2.4,(1.2-4.9)
Substance Use,Hookah use in the last 2 years,,2018,533,1.8,(0.8-3.7)
Substance Use,Hookah use in the last 2 years,,2019,485,2.0,(0.9-4.3)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2016,607,1.2,(0.6-2.7)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2017,496,4.0,(2.3-6.8)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,539,1.8,(0.9-3.7)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,489,3.3,(1.9-5.8)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2016,598,4.3,(2.7-6.7)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2017,490,1.1,(0.5-2.5)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,537,1.9,(0.9-4.0)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,479,4.5,(2.7-7.3)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,597,3.1,(1.8-5.1)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,490,0.8,(0.4-1.6)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,539,1.0,(0.4-2.5)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,479,2.6,(1.4-4.9)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,609,17.3,(14.0-21.2)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,498,19.1,(15.3-23.4)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,543,15.3,(12.1-19.3)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,489,21.1,(17.1-25.9)
Depression,Self-reported depression during pregnancy,,2016,610,16.6,(13.4-20.5)
Depression,Self-reported depression during pregnancy,,2017,492,15.3,(12.0-19.4)
Depression,Self-reported depression during pregnancy,,2018,541,15.7,(12.4-19.6)
Depression,Self-reported depression during pregnancy,,2019,488,22.3,(18.1-27.1)
Depression,Self-reported postpartum depressive symptoms,,2016,601,11.4,(8.7-14.7)
Depression,Self-reported postpartum depressive symptoms,,2017,491,12.7,(9.6-16.7)
Depression,Self-reported postpartum depressive symptoms,,2018,538,15.7,(12.3-19.8)
Depression,Self-reported postpartum depressive symptoms,,2019,486,15.3,(11.9-19.6)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,607,68.0,(63.5-72.3)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,499,70.5,(65.6-75.0)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,539,64.5,(59.4-69.2)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,491,67.5,(62.1-72.4)
Health Care Services,Began prenatal care in 1st trimester,,2016,603,84.2,(80.4-87.3)
Health Care Services,Began prenatal care in 1st trimester,,2017,497,86.2,(82.3-89.3)
Health Care Services,Began prenatal care in 1st trimester,,2018,543,87.7,(83.9-90.7)
Health Care Services,Began prenatal care in 1st trimester,,2019,485,86.6,(82.4-90.0)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,608,52.7,(48.0-57.4)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,492,51.2,(46.0-56.3)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,540,52.7,(47.6-57.8)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,485,66.0,(60.6-71.0)
Health Care Services,Had maternal postpartum checkup,,2016,602,90.4,(87.3-92.8)
Health Care Services,Had maternal postpartum checkup,,2017,495,92.8,(89.7-95.0)
Health Care Services,Had maternal postpartum checkup,,2018,541,93.0,(90.1-95.1)
Health Care Services,Had maternal postpartum checkup,,2019,485,91.5,(87.9-94.1)
Pregnancy Intention,Mistimed,,2016,608,21.9,(18.2-26.0)
Pregnancy Intention,Mistimed,,2017,493,19.1,(15.2-23.6)
Pregnancy Intention,Mistimed,,2018,536,22.3,(18.3-26.8)
Pregnancy Intention,Mistimed,,2019,486,17.6,(13.8-22.1)
Pregnancy Intention,Unwanted pregnancy,,2016,608,3.4,(2.1-5.4)
Pregnancy Intention,Unwanted pregnancy,,2017,493,7.1,(4.9-10.1)
Pregnancy Intention,Unwanted pregnancy,,2018,536,3.9,(2.5-6.0)
Pregnancy Intention,Unwanted pregnancy,,2019,486,4.1,(2.4-7.0)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,608,15.9,(12.8-19.7)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,493,13.8,(10.6-17.8)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,536,16.7,(13.2-20.9)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,486,13.7,(10.4-17.9)
Pregnancy Intention,Intended pregnancy,,2016,608,58.8,(54.1-63.3)
Pregnancy Intention,Intended pregnancy,,2017,493,60.1,(54.9-65.0)
Pregnancy Intention,Intended pregnancy,,2018,536,57.2,(52.1-62.2)
Pregnancy Intention,Intended pregnancy,,2019,486,64.6,(59.2-69.6)
Postpartum Family Planning,Use of any postpartum contraception,,2016,590,83.4,(79.6-86.6)
Postpartum Family Planning,Use of any postpartum contraception,,2017,487,83.4,(79.2-86.9)
Postpartum Family Planning,Use of any postpartum contraception,,2018,534,79.9,(75.5-83.7)
Postpartum Family Planning,Use of any postpartum contraception,,2019,485,80.5,(75.9-84.4)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,590,15.1,(12.0-18.8)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,487,17.4,(13.9-21.7)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,534,14.9,(11.6-19.0)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,485,13.3,(10.1-17.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,590,16.1,(12.9-19.9)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,487,22.4,(18.2-27.1)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,534,19.5,(15.7-23.8)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,485,22.6,(18.3-27.5)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,590,29.1,(24.9-33.7)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,487,24.2,(20.0-29.0)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,534,25.4,(21.2-30.2)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,485,25.3,(20.9-30.3)
Postpartum Family Planning,Least effective contraceptive methods,,2016,590,23.1,(19.3-27.4)
Postpartum Family Planning,Least effective contraceptive methods,,2017,487,19.4,(15.7-23.6)
Postpartum Family Planning,Least effective contraceptive methods,,2018,534,20.1,(16.3-24.5)
Postpartum Family Planning,Least effective contraceptive methods,,2019,485,19.3,(15.3-24.0)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,613,44.7,(40.1-49.4)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,500,49.5,(44.5-54.6)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,544,48.9,(43.9-54.0)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,491,50.8,(45.5-56.2)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,598,68.6,(64.1-72.8)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,488,73.3,(68.5-77.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,531,66.0,(61.0-70.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,482,68.2,(62.8-73.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,598,10.8,(8.2-14.0)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,488,9.2,(6.5-12.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,531,13.2,(10.1-17.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,482,15.4,(11.8-20.0)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,598,19.6,(16.2-23.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,488,17.5,(13.8-21.8)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,531,20.7,(16.8-25.2)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,482,15.9,(12.3-20.4)
Health Insurance Status for Prenatal Care,Private insurance,,2016,559,68.4,(63.7-72.8)
Health Insurance Status for Prenatal Care,Private insurance,,2017,468,69.0,(63.9-73.8)
Health Insurance Status for Prenatal Care,Private insurance,,2018,525,63.5,(58.4-68.3)
Health Insurance Status for Prenatal Care,Private insurance,,2019,470,62.9,(57.3-68.1)
Health Insurance Status for Prenatal Care,Medicaid,,2016,559,28.3,(24.1-32.9)
Health Insurance Status for Prenatal Care,Medicaid,,2017,468,25.3,(21.0-30.2)
Health Insurance Status for Prenatal Care,Medicaid,,2018,525,30.8,(26.2-35.7)
Health Insurance Status for Prenatal Care,Medicaid,,2019,470,33.4,(28.4-38.9)
Health Insurance Status for Prenatal Care,No insurance,,2016,559,3.0,(1.7-5.1)
Health Insurance Status for Prenatal Care,No insurance,,2017,468,5.3,(3.2-8.7)
Health Insurance Status for Prenatal Care,No insurance,,2018,525,5.7,(3.7-8.8)
Health Insurance Status for Prenatal Care,No insurance,,2019,470,3.7,(2.1-6.4)
Health Insurance Status Postpartum,Private insurance,,2016,597,65.0,(60.3-69.4)
Health Insurance Status Postpartum,Private insurance,,2017,491,69.7,(64.6-74.3)
Health Insurance Status Postpartum,Private insurance,,2018,530,63.7,(58.5-68.5)
Health Insurance Status Postpartum,Private insurance,,2019,476,64.6,(59.2-69.7)
Health Insurance Status Postpartum,Medicaid,,2016,597,16.8,(13.6-20.6)
Health Insurance Status Postpartum,Medicaid,,2017,491,12.5,(9.4-16.4)
Health Insurance Status Postpartum,Medicaid,,2018,530,14.6,(11.3-18.5)
Health Insurance Status Postpartum,Medicaid,,2019,476,18.1,(14.2-22.7)
Health Insurance Status Postpartum,No insurance,,2016,597,17.5,(14.1-21.5)
Health Insurance Status Postpartum,No insurance,,2017,491,17.5,(13.8-22.0)
Health Insurance Status Postpartum,No insurance,,2018,530,21.8,(17.7-26.5)
Health Insurance Status Postpartum,No insurance,,2019,476,17.2,(13.3-21.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,576,84.9,(81.1-88.0)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,477,86.0,(81.8-89.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,518,85.7,(81.5-89.0)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,475,82.3,(77.5-86.3)
Breastfeeding Practices,Ever breastfed,,2016,585,90.7,(87.6-93.1)
Breastfeeding Practices,Ever breastfed,,2017,487,91.8,(88.5-94.2)
Breastfeeding Practices,Ever breastfed,,2018,527,89.3,(85.6-92.1)
Breastfeeding Practices,Ever breastfed,,2019,480,91.9,(88.4-94.5)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,578,73.8,(69.3-77.8)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,480,76.3,(71.5-80.5)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,526,72.0,(67.1-76.4)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,477,74.3,(69.2-78.8)
