Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,894,17.7,(14.3-21.6)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,892,19.2,(15.4-23.6)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,966,19.5,(15.7-23.9)
Pregnancy Intention,Intended pregnancy,,2016,894,51.1,(46.2-56.0)
Pregnancy Intention,Intended pregnancy,,2018,892,52.5,(47.2-57.7)
Pregnancy Intention,Intended pregnancy,,2019,966,52.0,(46.9-57.1)
Postpartum Family Planning,Use of any postpartum contraception,,2016,872,83.4,(79.4-86.7)
Postpartum Family Planning,Use of any postpartum contraception,,2018,868,80.7,(76.4-84.4)
Postpartum Family Planning,Use of any postpartum contraception,,2019,941,78.8,(74.4-82.6)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,872,14.7,(11.6-18.5)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,868,18.0,(14.3-22.3)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,941,15.7,(12.3-19.9)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,872,15.5,(12.2-19.5)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,868,15.6,(12.1-19.8)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,941,17.0,(13.5-21.2)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,872,34.8,(30.2-39.7)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,868,32.0,(27.1-37.3)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,941,27.4,(23.1-32.2)
Postpartum Family Planning,Least effective contraceptive methods,,2016,872,18.4,(14.8-22.6)
Postpartum Family Planning,Least effective contraceptive methods,,2018,868,15.2,(11.8-19.5)
Postpartum Family Planning,Least effective contraceptive methods,,2019,941,18.7,(15.0-23.0)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,890,36.2,(31.6-41.1)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,884,38.6,(33.6-43.8)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,964,40.0,(35.2-45.0)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,785,64.9,(59.7-69.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,859,58.7,(53.3-63.9)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,933,59.6,(54.4-64.6)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,785,20.1,(16.3-24.6)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,859,26.6,(22.1-31.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,933,25.1,(20.9-29.8)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,785,11.0,(8.0-14.8)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,859,12.4,(9.1-16.6)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,933,12.4,(9.3-16.4)
Health Insurance Status for Prenatal Care,Private insurance,,2016,804,55.8,(50.7-60.8)
Health Insurance Status for Prenatal Care,Private insurance,,2018,850,51.3,(45.9-56.6)
Health Insurance Status for Prenatal Care,Private insurance,,2019,913,52.4,(47.2-57.5)
Health Insurance Status for Prenatal Care,Medicaid,,2016,804,40.7,(35.8-45.8)
Health Insurance Status for Prenatal Care,Medicaid,,2018,850,45.1,(39.8-50.5)
Health Insurance Status for Prenatal Care,Medicaid,,2019,913,43.5,(38.4-48.7)
Health Insurance Status for Prenatal Care,No insurance,,2016,804,1.2,(0.5-2.9)
Health Insurance Status for Prenatal Care,No insurance,,2018,850,2.0,(1.0-4.2)
Health Insurance Status for Prenatal Care,No insurance,,2019,913,1.9,(0.9-4.1)
Health Insurance Status Postpartum,Private insurance,,2016,801,61.6,(56.5-66.5)
Health Insurance Status Postpartum,Private insurance,,2018,867,51.5,(46.1-56.8)
Health Insurance Status Postpartum,Private insurance,,2019,925,55.9,(50.7-61.0)
Health Insurance Status Postpartum,Medicaid,,2016,801,29.0,(24.6-33.8)
Health Insurance Status Postpartum,Medicaid,,2018,867,35.3,(30.3-40.7)
Health Insurance Status Postpartum,Medicaid,,2019,925,31.5,(26.9-36.5)
Health Insurance Status Postpartum,No insurance,,2016,801,6.2,(4.1-9.3)
Health Insurance Status Postpartum,No insurance,,2018,867,11.2,(8.2-15.1)
Health Insurance Status Postpartum,No insurance,,2019,925,11.5,(8.4-15.4)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,853,74.4,(69.9-78.5)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,852,77.0,(72.3-81.1)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,919,79.1,(74.6-82.9)
Breastfeeding Practices,Ever breastfed,,2016,850,83.3,(79.5-86.6)
Breastfeeding Practices,Ever breastfed,,2018,857,79.9,(75.3-83.8)
Breastfeeding Practices,Ever breastfed,,2019,931,82.4,(78.1-85.9)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,850,56.1,(51.2-60.9)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,847,49.4,(44.1-54.8)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,923,57.2,(52.0-62.1)
