Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,1179,1.9,(1.1-3.2)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,1248,1.8,(1.1-2.9)
Substance Use,Hookah use in the last 2 years,,2016,,,
Substance Use,Hookah use in the last 2 years,,2018,1176,2.9,(1.9-4.4)
Substance Use,Hookah use in the last 2 years,,2019,1246,3.5,(2.4-4.9)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2016,,,
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,1178,2.2,(1.3-3.5)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,1251,1.3,(0.7-2.3)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2016,,,
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1182,4.0,(2.8-5.7)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1245,5.5,(4.1-7.2)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,,,
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1181,3.8,(2.7-5.5)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1244,3.9,(2.8-5.4)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,,,
Depression,Self-reported depression in the 3 months before pregnancy,,2018,1205,16.4,(14.0-19.2)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,1256,18.9,(16.4-21.7)
Depression,Self-reported depression during pregnancy,,2016,,,
Depression,Self-reported depression during pregnancy,,2018,1183,14.9,(12.6-17.6)
Depression,Self-reported depression during pregnancy,,2019,1239,17.6,(15.1-20.3)
Depression,Self-reported postpartum depressive symptoms,,2016,,,
Depression,Self-reported postpartum depressive symptoms,,2018,1169,23.5,(20.6-26.7)
Depression,Self-reported postpartum depressive symptoms,,2019,1228,22.1,(19.4-25.0)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,,,
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,1201,59.5,(56.0-62.9)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1247,60.9,(57.5-64.1)
Health Care Services,Began prenatal care in 1st trimester,,2016,,,
Health Care Services,Began prenatal care in 1st trimester,,2018,1187,84.0,(81.2-86.5)
Health Care Services,Began prenatal care in 1st trimester,,2019,1246,83.0,(80.2-85.4)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,,,
Health Care Services,Had a flu shot in the 12 months before birth,,2018,1189,45.4,(41.9-48.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,1246,47.9,(44.5-51.3)
Health Care Services,Had maternal postpartum checkup,,2016,,,
Health Care Services,Had maternal postpartum checkup,,2018,1174,88.3,(85.8-90.4)
Health Care Services,Had maternal postpartum checkup,,2019,1239,89.0,(86.7-90.9)
Pregnancy Intention,Mistimed,,2016,,,
Pregnancy Intention,Mistimed,,2018,1195,26.7,(23.7-30.0)
Pregnancy Intention,Mistimed,,2019,1250,26.1,(23.3-29.2)
Pregnancy Intention,Unwanted pregnancy,,2016,,,
Pregnancy Intention,Unwanted pregnancy,,2018,1195,9.7,(7.8-12.0)
Pregnancy Intention,Unwanted pregnancy,,2019,1250,11.6,(9.6-14.0)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,,,
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,1195,18.3,(15.8-21.2)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1250,19.8,(17.2-22.7)
Pregnancy Intention,Intended pregnancy,,2016,,,
Pregnancy Intention,Intended pregnancy,,2018,1195,45.2,(41.8-48.7)
Pregnancy Intention,Intended pregnancy,,2019,1250,42.4,(39.1-45.8)
Postpartum Family Planning,Use of any postpartum contraception,,2016,,,
Postpartum Family Planning,Use of any postpartum contraception,,2018,1156,79.6,(76.6-82.3)
Postpartum Family Planning,Use of any postpartum contraception,,2019,1217,79.9,(77.0-82.5)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,,,
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,1156,16.7,(14.2-19.4)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1217,18.6,(16.1-21.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,,,
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,1156,13.7,(11.4-16.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1217,9.9,(8.0-12.1)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,,,
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,1156,36.1,(32.7-39.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1217,36.4,(33.2-39.8)
Postpartum Family Planning,Least effective contraceptive methods,,2016,,,
Postpartum Family Planning,Least effective contraceptive methods,,2018,1156,13.2,(10.9-15.8)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1217,15.0,(12.7-17.7)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,,,
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1193,35.4,(32.1-38.8)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1259,31.6,(28.5-34.8)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1173,52.9,(49.3-56.4)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1230,52.3,(48.8-55.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,,,
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1173,21.5,(18.8-24.6)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1230,22.9,(20.2-25.9)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1173,25.4,(22.4-28.6)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1230,24.6,(21.8-27.7)
Health Insurance Status for Prenatal Care,Private insurance,,2016,,,
Health Insurance Status for Prenatal Care,Private insurance,,2018,1158,45.6,(42.1-49.2)
Health Insurance Status for Prenatal Care,Private insurance,,2019,1222,41.8,(38.5-45.3)
Health Insurance Status for Prenatal Care,Medicaid,,2016,,,
Health Insurance Status for Prenatal Care,Medicaid,,2018,1158,52.6,(49.1-56.2)
Health Insurance Status for Prenatal Care,Medicaid,,2019,1222,55.8,(52.4-59.2)
Health Insurance Status for Prenatal Care,No insurance,,2016,,,
Health Insurance Status for Prenatal Care,No insurance,,2018,1158,1.6,(0.9-2.8)
Health Insurance Status for Prenatal Care,No insurance,,2019,1222,2.3,(1.3-3.9)
Health Insurance Status Postpartum,Private insurance,,2016,,,
Health Insurance Status Postpartum,Private insurance,,2018,1168,46.4,(42.9-50.0)
Health Insurance Status Postpartum,Private insurance,,2019,1232,43.9,(40.5-47.3)
Health Insurance Status Postpartum,Medicaid,,2016,,,
Health Insurance Status Postpartum,Medicaid,,2018,1168,36.0,(32.7-39.5)
Health Insurance Status Postpartum,Medicaid,,2019,1232,35.9,(32.7-39.2)
Health Insurance Status Postpartum,No insurance,,2016,,,
Health Insurance Status Postpartum,No insurance,,2018,1168,17.5,(15.0-20.4)
Health Insurance Status Postpartum,No insurance,,2019,1232,20.0,(17.4-22.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,,,
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1125,72.2,(68.9-75.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1176,69.4,(66.1-72.5)
Breastfeeding Practices,Ever breastfed,,2016,,,
Breastfeeding Practices,Ever breastfed,,2018,1139,71.2,(67.8-74.3)
Breastfeeding Practices,Ever breastfed,,2019,1191,68.6,(65.3-71.8)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,,,
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,1123,41.5,(38.0-45.1)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,1176,39.7,(36.4-43.2)
