Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Substance Use,Hookah use in the last 2 years,,2019,718,0.6,(0.2-1.5)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2017,927,4.4,(3.3-6.0)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,804,4.6,(3.4-6.2)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,720,5.8,(4.3-7.9)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2017,918,3.9,(2.9-5.4)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,792,4.5,(3.3-6.1)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,719,4.2,(2.9-6.0)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,917,2.4,(1.6-3.6)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,794,3.1,(2.1-4.5)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,716,1.5,(0.9-2.5)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,932,20.5,(18.0-23.3)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,803,18.9,(16.3-21.7)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,724,25.0,(21.9-28.5)
Depression,Self-reported depression during pregnancy,,2017,934,16.9,(14.6-19.4)
Depression,Self-reported depression during pregnancy,,2018,806,16.9,(14.5-19.6)
Depression,Self-reported depression during pregnancy,,2019,722,23.0,(20.0-26.4)
Depression,Self-reported postpartum depressive symptoms,,2017,923,15.0,(12.8-17.5)
Depression,Self-reported postpartum depressive symptoms,,2018,793,14.2,(12.0-16.9)
Depression,Self-reported postpartum depressive symptoms,,2019,717,15.6,(13.1-18.6)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,934,72.1,(69.2-74.9)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,808,71.7,(68.5-74.6)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,718,74.9,(71.6-77.9)
Health Care Services,Began prenatal care in 1st trimester,,2017,927,86.7,(84.5-88.7)
Health Care Services,Began prenatal care in 1st trimester,,2018,803,87.5,(85.1-89.6)
Health Care Services,Began prenatal care in 1st trimester,,2019,723,88.3,(85.7-90.4)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,928,62.8,(59.7-65.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,799,62.5,(59.1-65.7)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,717,65.1,(61.6-68.5)
Health Care Services,Had maternal postpartum checkup,,2017,928,89.6,(87.6-91.3)
Health Care Services,Had maternal postpartum checkup,,2018,798,93.1,(91.2-94.7)
Health Care Services,Had maternal postpartum checkup,,2019,721,90.3,(88.0-92.2)
Pregnancy Intention,Mistimed,,2017,931,17.6,(15.2-20.3)
Pregnancy Intention,Mistimed,,2018,806,16.8,(14.3-19.5)
Pregnancy Intention,Mistimed,,2019,716,16.5,(13.9-19.5)
Pregnancy Intention,Unwanted pregnancy,,2017,931,5.5,(4.2-7.2)
Pregnancy Intention,Unwanted pregnancy,,2018,806,6.0,(4.6-8.0)
Pregnancy Intention,Unwanted pregnancy,,2019,716,7.8,(5.9-10.1)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,931,18.5,(16.2-21.0)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,806,17.2,(14.8-19.9)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,716,18.3,(15.6-21.4)
Pregnancy Intention,Intended pregnancy,,2017,931,58.4,(55.3-61.4)
Pregnancy Intention,Intended pregnancy,,2018,806,60.0,(56.7-63.3)
Pregnancy Intention,Intended pregnancy,,2019,716,57.4,(53.8-60.9)
Postpartum Family Planning,Use of any postpartum contraception,,2017,921,81.2,(78.6-83.6)
Postpartum Family Planning,Use of any postpartum contraception,,2018,788,83.6,(80.9-86.1)
Postpartum Family Planning,Use of any postpartum contraception,,2019,715,83.7,(80.8-86.3)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,921,13.0,(10.9-15.4)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,788,13.2,(11.0-15.8)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,715,15.3,(12.8-18.2)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,921,19.2,(16.8-21.9)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,788,23.3,(20.5-26.3)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,715,24.3,(21.2-27.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,921,28.2,(25.3-31.3)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,788,25.8,(22.8-28.9)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,715,18.2,(15.5-21.2)
Postpartum Family Planning,Least effective contraceptive methods,,2017,921,20.8,(18.3-23.6)
Postpartum Family Planning,Least effective contraceptive methods,,2018,788,21.4,(18.6-24.4)
Postpartum Family Planning,Least effective contraceptive methods,,2019,715,26.0,(22.8-29.4)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,929,47.0,(43.8-50.2)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,797,50.3,(46.9-53.8)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,721,50.3,(46.6-53.9)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,894,61.4,(58.8-63.9)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,780,58.0,(55.4-60.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,693,58.4,(55.3-61.3)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,894,25.5,(23.1-28.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,780,30.0,(27.4-32.8)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,693,27.7,(24.9-30.8)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,894,11.7,(9.8-13.9)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,780,10.1,(8.2-12.4)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,693,12.1,(9.9-14.8)
Health Insurance Status for Prenatal Care,Private insurance,,2017,890,58.2,(55.9-60.5)
Health Insurance Status for Prenatal Care,Private insurance,,2018,774,56.5,(54.0-58.9)
Health Insurance Status for Prenatal Care,Private insurance,,2019,677,57.7,(54.9-60.4)
Health Insurance Status for Prenatal Care,Medicaid,,2017,890,38.6,(36.2-41.1)
Health Insurance Status for Prenatal Care,Medicaid,,2018,774,39.3,(36.8-41.9)
Health Insurance Status for Prenatal Care,Medicaid,,2019,677,38.3,(35.4-41.2)
Health Insurance Status for Prenatal Care,No insurance,,2017,890,2.0,(1.3-3.1)
Health Insurance Status for Prenatal Care,No insurance,,2018,774,2.7,(1.7-4.1)
Health Insurance Status for Prenatal Care,No insurance,,2019,677,2.3,(1.4-3.6)
Health Insurance Status Postpartum,Private insurance,,2017,896,56.4,(53.9-58.8)
Health Insurance Status Postpartum,Private insurance,,2018,780,53.4,(50.9-55.8)
Health Insurance Status Postpartum,Private insurance,,2019,684,56.0,(53.2-58.8)
Health Insurance Status Postpartum,Medicaid,,2017,896,37.9,(35.4-40.5)
Health Insurance Status Postpartum,Medicaid,,2018,780,38.0,(35.3-40.7)
Health Insurance Status Postpartum,Medicaid,,2019,684,36.6,(33.7-39.5)
Health Insurance Status Postpartum,No insurance,,2017,896,4.6,(3.4-6.1)
Health Insurance Status Postpartum,No insurance,,2018,780,7.3,(5.7-9.4)
Health Insurance Status Postpartum,No insurance,,2019,684,5.7,(4.2-7.7)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,912,84.3,(81.8-86.5)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,785,82.8,(80.0-85.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,711,81.6,(78.4-84.3)
Breastfeeding Practices,Ever breastfed,,2017,917,93.8,(92.1-95.1)
Breastfeeding Practices,Ever breastfed,,2018,786,93.3,(91.3-94.8)
Breastfeeding Practices,Ever breastfed,,2019,711,94.5,(92.7-95.9)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,911,80.3,(77.7-82.7)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,781,77.1,(74.1-79.9)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,708,78.0,(74.8-80.9)
