Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2018,1414,14.0,(11.5-16.9)
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2019,1185,9.1,(7.2-11.4)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2016,1271,5.5,(4.1-7.5)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2017,1451,5.1,(3.6-7.0)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2018,1415,5.8,(4.0-8.3)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2019,1186,3.9,(2.7-5.7)
Substance Use,Any cigarette smoking,Postpartum,2016,1271,9.4,(7.5-11.7)
Substance Use,Any cigarette smoking,Postpartum,2017,1449,7.8,(6.0-10.0)
Substance Use,Any cigarette smoking,Postpartum,2018,1416,7.8,(5.9-10.3)
Substance Use,Any cigarette smoking,Postpartum,2019,1186,5.7,(4.3-7.6)
Substance Use,During the 3 months before pregnancy,,2016,1269,16.5,(13.9-19.4)
Substance Use,During the 3 months before pregnancy,,2017,1449,12.5,(10.2-15.1)
Substance Use,During the 3 months before pregnancy,,2018,1414,14.0,(11.5-16.9)
Substance Use,During the 3 months before pregnancy,,2019,1185,9.1,(7.2-11.4)
Substance Use,During the last 3 months of pregnancy,,2016,1271,5.5,(4.1-7.5)
Substance Use,During the last 3 months of pregnancy,,2017,1451,5.1,(3.6-7.0)
Substance Use,During the last 3 months of pregnancy,,2018,1415,5.8,(4.0-8.3)
Substance Use,During the last 3 months of pregnancy,,2019,1186,3.9,(2.7-5.7)
Substance Use,Postpartum,,2016,1271,9.4,(7.5-11.7)
Substance Use,Postpartum,,2017,1449,7.8,(6.0-10.0)
Substance Use,Postpartum,,2018,1416,7.8,(5.9-10.3)
Substance Use,Postpartum,,2019,1186,5.7,(4.3-7.6)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2016,1276,2.6,(1.7-4.0)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2017,1449,2.0,(1.1-3.5)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,1418,3.4,(2.1-5.4)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,1188,2.8,(1.8-4.5)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2016,1280,0.3,(0.1-0.7)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2017,1450,0.3,(0.1-1.0)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,1418,0.8,(0.3-2.2)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,1189,0.9,(0.4-2.1)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2016,1274,5.1,(3.9-6.6)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2017,1450,5.8,(4.4-7.5)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2018,1415,3.5,(2.7-4.6)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2019,1189,4.9,(3.7-6.5)
Substance Use,During the 3 months before pregnancy,,2016,1276,2.6,(1.7-4.0)
Substance Use,During the 3 months before pregnancy,,2017,1449,2.0,(1.1-3.5)
Substance Use,During the 3 months before pregnancy,,2018,1418,3.4,(2.1-5.4)
Substance Use,During the 3 months before pregnancy,,2019,1188,2.8,(1.8-4.5)
Substance Use,During the last 3 months of pregnancy,,2016,1280,0.3,(0.1-0.7)
Substance Use,During the last 3 months of pregnancy,,2017,1450,0.3,(0.1-1.0)
Substance Use,During the last 3 months of pregnancy,,2018,1418,0.8,(0.3-2.2)
Substance Use,During the last 3 months of pregnancy,,2019,1189,0.9,(0.4-2.1)
Substance Use,Hookah use in the last 2 years,,2016,1274,5.1,(3.9-6.6)
Substance Use,Hookah use in the last 2 years,,2017,1450,5.8,(4.4-7.5)
Substance Use,Hookah use in the last 2 years,,2018,1415,3.5,(2.7-4.6)
Substance Use,Hookah use in the last 2 years,,2019,1189,4.9,(3.7-6.5)
Substance Use,,,2016,1272,2.1,(1.3-3.6)
Substance Use,,,2017,1440,3.5,(2.3-5.3)
Substance Use,,,2018,1404,2.3,(1.4-3.7)
Substance Use,,,2019,1176,3.7,(2.5-5.6)
Substance Use,,,2016,1278,2.2,(1.4-3.4)
Substance Use,,,2017,1448,2.0,(1.3-2.8)
Substance Use,,,2018,1411,1.9,(1.2-3.2)
Substance Use,,,2019,1185,2.4,(1.6-3.6)
Substance Use,,,2016,1275,2.3,(1.5-3.7)
Substance Use,,,2017,1444,1.7,(1.1-2.7)
Substance Use,,,2018,1411,0.9,(0.5-1.5)
Substance Use,,,2019,1181,1.2,(0.8-2.0)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,1284,8.9,(7.1-11.1)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,1462,9.3,(7.4-11.6)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,1432,10.5,(8.3-13.3)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,1194,12.2,(9.9-15.0)
Depression,Self-reported depression during pregnancy,,2016,1266,8.7,(6.9-10.9)
Depression,Self-reported depression during pregnancy,,2017,1445,10.4,(8.4-12.7)
Depression,Self-reported depression during pregnancy,,2018,1401,10.5,(8.3-13.1)
Depression,Self-reported depression during pregnancy,,2019,1184,11.8,(9.6-14.4)
Depression,Self-reported postpartum depressive symptoms,,2016,1265,10.5,(8.6-12.6)
Depression,Self-reported postpartum depressive symptoms,,2017,1430,12.7,(10.7-15.1)
Depression,Self-reported postpartum depressive symptoms,,2018,1380,11.7,(9.7-13.9)
Depression,Self-reported postpartum depressive symptoms,,2019,1167,11.1,(9.1-13.4)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,1280,78.7,(76.2-81.0)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,1445,72.9,(70.2-75.5)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,1415,71.8,(68.7-74.6)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1190,73.6,(70.6-76.3)
Health Care Services,Began prenatal care in 1st trimester,,2016,1272,92.1,(90.3-93.6)
Health Care Services,Began prenatal care in 1st trimester,,2017,1431,91.5,(89.8-92.9)
Health Care Services,Began prenatal care in 1st trimester,,2018,1384,92.5,(90.6-94.0)
Health Care Services,Began prenatal care in 1st trimester,,2019,1160,92.5,(90.9-93.8)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,1272,70.4,(67.2-73.4)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,1413,69.8,(66.6-72.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,1412,70.2,(67.0-73.3)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,1178,74.7,(71.5-77.6)
Health Care Services,Had maternal postpartum checkup,,2016,1269,95.4,(93.9-96.5)
Health Care Services,Had maternal postpartum checkup,,2017,1441,93.8,(92.1-95.1)
Health Care Services,Had maternal postpartum checkup,,2018,1406,94.4,(92.8-95.7)
Health Care Services,Had maternal postpartum checkup,,2019,1173,95.2,(93.7-96.3)
Pregnancy Intention,Mistimed,,2016,1279,16.9,(14.7-19.5)
Pregnancy Intention,Mistimed,,2017,1442,15.9,(13.7-18.3)
Pregnancy Intention,Mistimed,,2018,1405,16.3,(13.9-19.1)
Pregnancy Intention,Mistimed,,2019,1187,15.7,(13.4-18.4)
Pregnancy Intention,Unwanted pregnancy,,2016,1279,4.7,(3.6-6.2)
Pregnancy Intention,Unwanted pregnancy,,2017,1442,4.2,(3.1-5.6)
Pregnancy Intention,Unwanted pregnancy,,2018,1405,4.3,(3.3-5.6)
Pregnancy Intention,Unwanted pregnancy,,2019,1187,5.3,(4.0-7.1)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,1279,14.6,(12.4-17.2)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,1442,14.4,(12.2-16.8)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,1405,15.6,(13.2-18.3)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1187,13.1,(11.0-15.5)
Postpartum Family Planning,Use of any postpartum contraception,,2016,1256,75.2,(72.0-78.1)
Postpartum Family Planning,Use of any postpartum contraception,,2017,1426,73.4,(70.3-76.4)
Postpartum Family Planning,Use of any postpartum contraception,,2018,1381,73.6,(70.3-76.7)
Postpartum Family Planning,Use of any postpartum contraception,,2019,1155,74.6,(71.3-77.6)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,1256,9.5,(7.7-11.7)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1426,7.7,(6.1-9.6)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,1381,9.4,(7.6-11.5)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1155,9.1,(7.2-11.3)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,1256,16.9,(14.5-19.6)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1426,16.4,(14.1-19.0)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,1381,17.4,(15.0-20.1)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1155,20.3,(17.7-23.3)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2016,1256,25.1,(22.2-28.2)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2017,1426,26.1,(23.2-29.2)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2018,1381,23.4,(20.6-26.5)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2019,1155,24.3,(21.3-27.5)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2016,1256,23.7,(20.9-26.7)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2017,1426,23.2,(20.4-26.3)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2018,1381,23.4,(20.6-26.6)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2019,1155,20.9,(18.0-24.1)
Postpartum Family Planning,Male or female sterilization,,2016,1256,9.5,(7.7-11.7)
Postpartum Family Planning,Male or female sterilization,,2017,1426,7.7,(6.1-9.6)
Postpartum Family Planning,Male or female sterilization,,2018,1381,9.4,(7.6-11.5)
Postpartum Family Planning,Male or female sterilization,,2019,1155,9.1,(7.2-11.3)
Postpartum Family Planning,Long acting reversible contraceptive method,,2016,1256,16.9,(14.5-19.6)
Postpartum Family Planning,Long acting reversible contraceptive method,,2017,1426,16.4,(14.1-19.0)
Postpartum Family Planning,Long acting reversible contraceptive method,,2018,1381,17.4,(15.0-20.1)
Postpartum Family Planning,Long acting reversible contraceptive method,,2019,1155,20.3,(17.7-23.3)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,1256,25.1,(22.2-28.2)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1426,26.1,(23.2-29.2)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,1381,23.4,(20.6-26.5)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1155,24.3,(21.3-27.5)
Postpartum Family Planning,Least effective contraceptive methods,,2016,1256,23.7,(20.9-26.7)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1426,23.2,(20.4-26.3)
Postpartum Family Planning,Least effective contraceptive methods,,2018,1381,23.4,(20.6-26.6)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1155,20.9,(18.0-24.1)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1284,58.8,(55.5-62.0)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1455,56.1,(52.8-59.3)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1423,60.3,(57.0-63.6)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1196,56.8,(53.3-60.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,1263,67.4,(64.5-70.1)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1416,64.6,(61.7-67.4)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1388,61.9,(58.8-64.9)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1154,65.5,(62.4-68.4)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,1263,23.2,(20.6-26.0)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1416,26.2,(23.5-29.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1388,28.3,(25.3-31.4)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1154,25.0,(22.3-28.0)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,1263,9.4,(8.0-11.1)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1416,9.2,(7.8-10.8)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1388,9.8,(8.4-11.4)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1154,9.5,(7.9-11.4)
Health Insurance Status for Prenatal Care,Private insurance,,2016,1223,64.9,(61.9-67.8)
Health Insurance Status for Prenatal Care,Private insurance,,2017,1319,63.0,(60.0-66.0)
Health Insurance Status for Prenatal Care,Private insurance,,2018,1297,60.9,(57.7-64.1)
Health Insurance Status for Prenatal Care,Private insurance,,2019,1096,62.8,(59.5-66.0)
Health Insurance Status for Prenatal Care,Medicaid,,2016,1223,31.7,(28.8-34.7)
Health Insurance Status for Prenatal Care,Medicaid,,2017,1319,35.3,(32.3-38.4)
Health Insurance Status for Prenatal Care,Medicaid,,2018,1297,36.0,(32.8-39.3)
Health Insurance Status for Prenatal Care,Medicaid,,2019,1096,34.7,(31.6-37.9)
Health Insurance Status for Prenatal Care,No insurance,,2016,1223,3.3,(2.5-4.4)
Health Insurance Status for Prenatal Care,No insurance,,2017,1319,1.7,(1.2-2.3)
Health Insurance Status for Prenatal Care,No insurance,,2018,1297,3.1,(2.3-4.2)
Health Insurance Status for Prenatal Care,No insurance,,2019,1096,2.5,(1.7-3.8)
Health Insurance Status Postpartum,Private insurance,,2016,1255,62.2,(59.1-65.1)
Health Insurance Status Postpartum,Private insurance,,2017,1422,58.9,(55.9-61.9)
Health Insurance Status Postpartum,Private insurance,,2018,1384,58.0,(54.8-61.1)
Health Insurance Status Postpartum,Private insurance,,2019,1154,60.6,(57.4-63.7)
Health Insurance Status Postpartum,Medicaid,,2016,1255,29.8,(27.0-32.9)
Health Insurance Status Postpartum,Medicaid,,2017,1422,34.0,(31.1-37.0)
Health Insurance Status Postpartum,Medicaid,,2018,1384,34.3,(31.2-37.6)
Health Insurance Status Postpartum,Medicaid,,2019,1154,33.6,(30.5-36.7)
Health Insurance Status Postpartum,No insurance,,2016,1255,8.0,(6.6-9.6)
Health Insurance Status Postpartum,No insurance,,2017,1422,7.1,(5.9-8.4)
Health Insurance Status Postpartum,No insurance,,2018,1384,7.7,(6.5-9.1)
Health Insurance Status Postpartum,No insurance,,2019,1154,5.9,(4.7-7.2)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1248,77.2,(74.5-79.7)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1416,79.6,(77.0-82.0)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1385,79.1,(76.5-81.5)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1164,81.5,(79.0-83.8)
Breastfeeding Practices,Ever breastfed,,2016,1255,90.9,(88.7-92.8)
Breastfeeding Practices,Ever breastfed,,2017,1422,91.2,(89.0-93.0)
Breastfeeding Practices,Ever breastfed,,2018,1388,93.0,(91.2-94.4)
Breastfeeding Practices,Ever breastfed,,2019,1166,92.1,(90.1-93.8)
