Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2018,1186,10.6,(9.0-12.5)
Substance Use,Any cigarette smoking,During the 3 months before pregnancy,2019,1104,8.9,(7.4-10.8)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2016,1296,4.5,(3.5-5.7)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2017,1246,3.6,(2.9-4.4)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2018,1185,3.1,(2.4-4.0)
Substance Use,Any cigarette smoking,During the last 3 months of pregnancy,2019,1105,2.9,(2.2-3.9)
Substance Use,Any cigarette smoking,Postpartum,2016,1301,7.7,(6.4-9.2)
Substance Use,Any cigarette smoking,Postpartum,2017,1245,7.0,(5.8-8.4)
Substance Use,Any cigarette smoking,Postpartum,2018,1183,6.3,(5.1-7.8)
Substance Use,Any cigarette smoking,Postpartum,2019,1104,4.7,(3.7-5.9)
Substance Use,During the 3 months before pregnancy,,2016,1298,14.3,(12.4-16.4)
Substance Use,During the 3 months before pregnancy,,2017,1244,11.7,(10.0-13.5)
Substance Use,During the 3 months before pregnancy,,2018,1186,10.6,(9.0-12.5)
Substance Use,During the 3 months before pregnancy,,2019,1104,8.9,(7.4-10.8)
Substance Use,During the last 3 months of pregnancy,,2016,1296,4.5,(3.5-5.7)
Substance Use,During the last 3 months of pregnancy,,2017,1246,3.6,(2.9-4.4)
Substance Use,During the last 3 months of pregnancy,,2018,1185,3.1,(2.4-4.0)
Substance Use,During the last 3 months of pregnancy,,2019,1105,2.9,(2.2-3.9)
Substance Use,Postpartum,,2016,1301,7.7,(6.4-9.2)
Substance Use,Postpartum,,2017,1245,7.0,(5.8-8.4)
Substance Use,Postpartum,,2018,1183,6.3,(5.1-7.8)
Substance Use,Postpartum,,2019,1104,4.7,(3.7-5.9)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2016,1295,2.9,(2.0-4.1)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2017,1240,2.7,(1.9-3.8)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,1180,1.5,(1.0-2.3)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,1100,2.8,(1.9-4.1)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2016,1295,0.6,(0.3-1.3)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2017,1239,0.2,(0.1-0.7)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,1181,0.2,(0.1-0.4)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,1099,0.5,(0.2-1.1)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2016,1290,8.2,(6.7-9.9)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2017,1236,7.0,(5.6-8.6)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2018,1170,7.0,(5.7-8.7)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2019,1094,8.6,(7.0-10.4)
Substance Use,During the 3 months before pregnancy,,2016,1295,2.9,(2.0-4.1)
Substance Use,During the 3 months before pregnancy,,2017,1240,2.7,(1.9-3.8)
Substance Use,During the 3 months before pregnancy,,2018,1180,1.5,(1.0-2.3)
Substance Use,During the 3 months before pregnancy,,2019,1100,2.8,(1.9-4.1)
Substance Use,During the last 3 months of pregnancy,,2016,1295,0.6,(0.3-1.3)
Substance Use,During the last 3 months of pregnancy,,2017,1239,0.2,(0.1-0.7)
Substance Use,During the last 3 months of pregnancy,,2018,1181,0.2,(0.1-0.4)
Substance Use,During the last 3 months of pregnancy,,2019,1099,0.5,(0.2-1.1)
Substance Use,Hookah use in the last 2 years,,2016,1290,8.2,(6.7-9.9)
Substance Use,Hookah use in the last 2 years,,2017,1236,7.0,(5.6-8.6)
Substance Use,Hookah use in the last 2 years,,2018,1170,7.0,(5.7-8.7)
Substance Use,Hookah use in the last 2 years,,2019,1094,8.6,(7.0-10.4)
Substance Use,,,2016,1284,1.9,(1.2-2.9)
Substance Use,,,2017,1239,1.1,(0.6-1.9)
Substance Use,,,2018,1181,1.6,(0.9-2.6)
Substance Use,,,2019,1088,1.4,(0.8-2.3)
Substance Use,,,2016,1273,1.4,(0.9-2.1)
Substance Use,,,2017,1221,2.4,(1.7-3.5)
Substance Use,,,2018,1148,2.1,(1.3-3.1)
Substance Use,,,2019,1068,2.0,(1.3-3.0)
Substance Use,,,2016,1265,0.8,(0.4-1.4)
Substance Use,,,2017,1218,2.1,(1.4-3.0)
Substance Use,,,2018,1143,1.0,(0.6-1.7)
Substance Use,,,2019,1059,1.3,(0.8-2.1)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,1300,8.6,(7.1-10.5)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,1235,8.3,(6.8-10.0)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,1181,7.2,(5.8-9.0)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,1108,6.2,(4.8-7.9)
Depression,Self-reported depression during pregnancy,,2016,1286,6.4,(5.1-8.1)
Depression,Self-reported depression during pregnancy,,2017,1238,6.4,(5.1-7.9)
Depression,Self-reported depression during pregnancy,,2018,1176,5.9,(4.6-7.4)
Depression,Self-reported depression during pregnancy,,2019,1093,6.0,(4.7-7.7)
Depression,Self-reported postpartum depressive symptoms,,2016,1258,10.6,(9.0-12.4)
Depression,Self-reported postpartum depressive symptoms,,2017,1212,13.2,(11.3-15.3)
Depression,Self-reported postpartum depressive symptoms,,2018,1151,11.2,(9.4-13.2)
Depression,Self-reported postpartum depressive symptoms,,2019,1076,10.4,(8.7-12.4)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,1292,59.6,(56.8-62.2)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,1239,64.6,(61.8-67.3)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,1175,61.9,(59.0-64.7)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1104,62.7,(59.7-65.5)
Health Care Services,Began prenatal care in 1st trimester,,2016,1267,86.4,(84.4-88.2)
Health Care Services,Began prenatal care in 1st trimester,,2017,1208,85.7,(83.5-87.6)
Health Care Services,Began prenatal care in 1st trimester,,2018,1144,86.0,(83.9-87.8)
Health Care Services,Began prenatal care in 1st trimester,,2019,1091,87.0,(84.9-88.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,1262,51.0,(48.0-54.0)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,1206,51.9,(48.9-54.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,1159,54.0,(50.9-57.1)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,1078,56.9,(53.7-60.0)
Health Care Services,Had maternal postpartum checkup,,2016,1285,88.5,(86.6-90.2)
Health Care Services,Had maternal postpartum checkup,,2017,1224,89.4,(87.4-91.0)
Health Care Services,Had maternal postpartum checkup,,2018,1174,89.5,(87.5-91.2)
Health Care Services,Had maternal postpartum checkup,,2019,1078,89.5,(87.4-91.2)
Pregnancy Intention,Mistimed,,2016,1270,15.9,(13.9-18.1)
Pregnancy Intention,Mistimed,,2017,1216,16.8,(14.7-19.1)
Pregnancy Intention,Mistimed,,2018,1173,16.9,(14.8-19.3)
Pregnancy Intention,Mistimed,,2019,1104,16.6,(14.4-19.1)
Pregnancy Intention,Unwanted pregnancy,,2016,1270,6.0,(4.8-7.5)
Pregnancy Intention,Unwanted pregnancy,,2017,1216,4.8,(3.7-6.2)
Pregnancy Intention,Unwanted pregnancy,,2018,1173,5.2,(4.0-6.6)
Pregnancy Intention,Unwanted pregnancy,,2019,1104,5.0,(3.9-6.5)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,1270,13.7,(11.8-15.8)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,1216,14.7,(12.7-16.9)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,1173,12.9,(11.1-15.1)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1104,15.4,(13.2-17.7)
Postpartum Family Planning,Use of any postpartum contraception,,2016,1250,69.2,(66.4-71.9)
Postpartum Family Planning,Use of any postpartum contraception,,2017,1193,69.8,(66.9-72.4)
Postpartum Family Planning,Use of any postpartum contraception,,2018,1147,70.7,(67.8-73.4)
Postpartum Family Planning,Use of any postpartum contraception,,2019,1074,69.5,(66.5-72.4)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,1250,8.5,(7.0-10.3)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1193,9.7,(8.1-11.6)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,1147,9.7,(8.0-11.6)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1074,8.9,(7.3-10.9)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,1250,9.5,(7.8-11.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1193,9.4,(7.7-11.3)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,1147,9.7,(7.9-11.7)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1074,10.0,(8.3-12.2)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2016,1250,23.8,(21.3-26.5)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2017,1193,22.2,(19.8-24.9)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2018,1147,21.6,(19.1-24.3)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2019,1074,21.4,(18.8-24.2)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2016,1250,27.4,(24.8-30.2)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2017,1193,28.4,(25.8-31.3)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2018,1147,29.8,(27.0-32.7)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2019,1074,29.2,(26.4-32.1)
Postpartum Family Planning,Male or female sterilization,,2016,1250,8.5,(7.0-10.3)
Postpartum Family Planning,Male or female sterilization,,2017,1193,9.7,(8.1-11.6)
Postpartum Family Planning,Male or female sterilization,,2018,1147,9.7,(8.0-11.6)
Postpartum Family Planning,Male or female sterilization,,2019,1074,8.9,(7.3-10.9)
Postpartum Family Planning,Long acting reversible contraceptive method,,2016,1250,9.5,(7.8-11.4)
Postpartum Family Planning,Long acting reversible contraceptive method,,2017,1193,9.4,(7.7-11.3)
Postpartum Family Planning,Long acting reversible contraceptive method,,2018,1147,9.7,(7.9-11.7)
Postpartum Family Planning,Long acting reversible contraceptive method,,2019,1074,10.0,(8.3-12.2)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,1250,23.8,(21.3-26.5)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1193,22.2,(19.8-24.9)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,1147,21.6,(19.1-24.3)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1074,21.4,(18.8-24.2)
Postpartum Family Planning,Least effective contraceptive methods,,2016,1250,27.4,(24.8-30.2)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1193,28.4,(25.8-31.3)
Postpartum Family Planning,Least effective contraceptive methods,,2018,1147,29.8,(27.0-32.7)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1074,29.2,(26.4-32.1)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1303,44.3,(41.4-47.2)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1244,44.4,(41.5-47.3)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1190,46.3,(43.3-49.3)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1108,48.7,(45.6-51.9)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,1266,65.4,(62.8-67.9)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1200,63.6,(61.0-66.2)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1155,62.7,(60.0-65.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1083,63.0,(60.1-65.8)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,1266,18.8,(16.6-21.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1200,20.0,(17.8-22.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1155,20.5,(18.2-23.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1083,21.6,(19.1-24.3)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,1266,12.3,(10.6-14.3)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1200,12.1,(10.4-14.1)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1155,12.2,(10.4-14.3)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1083,11.9,(10.1-14.1)
Health Insurance Status for Prenatal Care,Private insurance,,2016,1168,64.6,(62.0-67.2)
Health Insurance Status for Prenatal Care,Private insurance,,2017,1120,62.2,(59.5-64.9)
Health Insurance Status for Prenatal Care,Private insurance,,2018,1069,62.6,(59.9-65.3)
Health Insurance Status for Prenatal Care,Private insurance,,2019,1020,63.2,(60.3-66.0)
Health Insurance Status for Prenatal Care,Medicaid,,2016,1168,28.8,(26.2-31.5)
Health Insurance Status for Prenatal Care,Medicaid,,2017,1120,29.6,(27.0-32.4)
Health Insurance Status for Prenatal Care,Medicaid,,2018,1069,29.5,(26.9-32.4)
Health Insurance Status for Prenatal Care,Medicaid,,2019,1020,30.7,(27.9-33.6)
Health Insurance Status for Prenatal Care,No insurance,,2016,1168,1.2,(0.7-2.1)
Health Insurance Status for Prenatal Care,No insurance,,2017,1120,1.3,(0.8-2.3)
Health Insurance Status for Prenatal Care,No insurance,,2018,1069,0.8,(0.4-1.6)
Health Insurance Status for Prenatal Care,No insurance,,2019,1020,1.2,(0.7-2.1)
Health Insurance Status Postpartum,Private insurance,,2016,1263,61.6,(59.0-64.1)
Health Insurance Status Postpartum,Private insurance,,2017,1206,60.6,(57.9-63.2)
Health Insurance Status Postpartum,Private insurance,,2018,1151,58.7,(56.0-61.4)
Health Insurance Status Postpartum,Private insurance,,2019,1078,61.3,(58.5-64.1)
Health Insurance Status Postpartum,Medicaid,,2016,1263,23.2,(20.9-25.7)
Health Insurance Status Postpartum,Medicaid,,2017,1206,23.2,(20.9-25.8)
Health Insurance Status Postpartum,Medicaid,,2018,1151,23.8,(21.4-26.5)
Health Insurance Status Postpartum,Medicaid,,2019,1078,22.9,(20.5-25.6)
Health Insurance Status Postpartum,No insurance,,2016,1263,11.0,(9.4-12.9)
Health Insurance Status Postpartum,No insurance,,2017,1206,11.4,(9.7-13.3)
Health Insurance Status Postpartum,No insurance,,2018,1151,11.8,(10.1-13.8)
Health Insurance Status Postpartum,No insurance,,2019,1078,11.8,(10.0-13.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1270,69.4,(66.7-71.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1216,75.0,(72.4-77.4)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1157,73.4,(70.8-75.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1078,73.0,(70.2-75.7)
Breastfeeding Practices,Ever breastfed,,2016,1284,88.7,(86.6-90.5)
Breastfeeding Practices,Ever breastfed,,2017,1227,90.9,(89.0-92.5)
Breastfeeding Practices,Ever breastfed,,2018,1173,90.8,(88.8-92.4)
Breastfeeding Practices,Ever breastfed,,2019,1087,89.5,(87.4-91.3)
