Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2016,1769,2.9,(2.0-4.1)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2017,1864,3.0,(2.0-4.3)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,1839,3.4,(2.5-4.6)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,1372,3.2,(2.1-4.9)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2016,1771,1.1,(0.6-2.1)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2017,1865,0.8,(0.4-1.6)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,1838,1.0,(0.6-1.6)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,1373,0.9,(0.4-2.0)
Substance Use,Hookah use in the last 2 years,,2016,1769,4.9,(4.0-6.1)
Substance Use,Hookah use in the last 2 years,,2017,1849,4.8,(3.8-6.0)
Substance Use,Hookah use in the last 2 years,,2018,1829,5.2,(4.2-6.5)
Substance Use,Hookah use in the last 2 years,,2019,1354,4.4,(3.5-5.7)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2016,1763,2.6,(1.8-3.9)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2017,1854,3.0,(2.0-4.3)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,1831,2.9,(2.0-4.1)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,1362,3.2,(2.1-4.7)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2016,1770,2.8,(2.0-3.9)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2017,1858,2.6,(1.8-3.8)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1844,3.4,(2.5-4.7)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1372,3.1,(2.1-4.6)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,1771,2.3,(1.6-3.4)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,1856,2.0,(1.3-3.1)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1843,2.1,(1.4-3.0)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,1372,1.7,(1.1-2.7)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,1782,16.0,(13.8-18.4)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,1872,15.7,(13.6-18.0)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,1850,15.6,(13.5-17.9)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,1374,18.8,(16.2-21.6)
Depression,Self-reported depression during pregnancy,,2016,1771,13.3,(11.4-15.5)
Depression,Self-reported depression during pregnancy,,2017,1869,14.2,(12.2-16.5)
Depression,Self-reported depression during pregnancy,,2018,1840,15.6,(13.6-17.9)
Depression,Self-reported depression during pregnancy,,2019,1366,17.0,(14.6-19.8)
Depression,Self-reported postpartum depressive symptoms,,2016,1725,14.3,(12.4-16.5)
Depression,Self-reported postpartum depressive symptoms,,2017,1820,12.9,(11.1-15.0)
Depression,Self-reported postpartum depressive symptoms,,2018,1790,16.4,(14.4-18.7)
Depression,Self-reported postpartum depressive symptoms,,2019,1341,14.8,(12.6-17.4)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,1778,67.9,(65.1-70.6)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,1864,70.9,(68.2-73.5)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,1842,68.7,(65.9-71.3)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1379,70.5,(67.5-73.4)
Health Care Services,Began prenatal care in 1st trimester,,2016,1729,86.8,(84.7-88.7)
Health Care Services,Began prenatal care in 1st trimester,,2017,1844,86.4,(84.3-88.3)
Health Care Services,Began prenatal care in 1st trimester,,2018,1809,86.6,(84.6-88.5)
Health Care Services,Began prenatal care in 1st trimester,,2019,1347,87.1,(84.8-89.1)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,1758,56.0,(53.0-58.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,1852,52.9,(50.0-55.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,1822,51.4,(48.4-54.3)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,1363,54.6,(51.3-57.8)
Health Care Services,Had maternal postpartum checkup,,2016,1744,90.6,(88.7-92.2)
Health Care Services,Had maternal postpartum checkup,,2017,1849,91.3,(89.5-92.8)
Health Care Services,Had maternal postpartum checkup,,2018,1821,89.1,(87.2-90.8)
Health Care Services,Had maternal postpartum checkup,,2019,1359,88.7,(86.5-90.5)
Pregnancy Intention,Mistimed,,2016,1750,19.5,(17.2-21.9)
Pregnancy Intention,Mistimed,,2017,1862,18.9,(16.7-21.3)
Pregnancy Intention,Mistimed,,2018,1835,19.4,(17.2-21.8)
Pregnancy Intention,Mistimed,,2019,1374,17.6,(15.3-20.3)
Pregnancy Intention,Unwanted pregnancy,,2016,1750,6.1,(4.9-7.6)
Pregnancy Intention,Unwanted pregnancy,,2017,1862,5.3,(4.2-6.7)
Pregnancy Intention,Unwanted pregnancy,,2018,1835,6.3,(5.0-7.8)
Pregnancy Intention,Unwanted pregnancy,,2019,1374,6.7,(5.3-8.6)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,1750,15.6,(13.6-17.8)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,1862,19.9,(17.7-22.4)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,1835,17.1,(15.0-19.4)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1374,15.9,(13.7-18.4)
Pregnancy Intention,Intended pregnancy,,2016,1750,58.9,(56.0-61.7)
Pregnancy Intention,Intended pregnancy,,2017,1862,55.8,(52.9-58.7)
Pregnancy Intention,Intended pregnancy,,2018,1835,57.2,(54.4-60.1)
Pregnancy Intention,Intended pregnancy,,2019,1374,59.8,(56.6-62.9)
Postpartum Family Planning,Use of any postpartum contraception,,2016,1717,77.6,(75.0-80.0)
Postpartum Family Planning,Use of any postpartum contraception,,2017,1820,78.3,(75.8-80.6)
Postpartum Family Planning,Use of any postpartum contraception,,2018,1797,76.9,(74.4-79.3)
Postpartum Family Planning,Use of any postpartum contraception,,2019,1342,73.9,(71.0-76.7)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,1717,12.8,(10.8-14.9)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1820,11.6,(9.8-13.7)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,1797,13.4,(11.4-15.6)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1342,12.8,(10.8-15.2)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,1717,13.3,(11.4-15.6)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1820,15.1,(13.0-17.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,1797,14.2,(12.2-16.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1342,12.1,(10.0-14.5)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,1717,29.3,(26.7-32.1)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1820,28.8,(26.1-31.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,1797,24.6,(22.2-27.2)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1342,26.3,(23.4-29.3)
Postpartum Family Planning,Least effective contraceptive methods,,2016,1717,22.2,(19.8-24.7)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1820,22.8,(20.4-25.5)
Postpartum Family Planning,Least effective contraceptive methods,,2018,1797,24.7,(22.3-27.4)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1342,22.7,(20.1-25.6)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1783,48.7,(45.7-51.6)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1877,49.8,(46.9-52.8)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1847,49.2,(46.3-52.1)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1376,51.3,(48.0-54.5)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,1731,65.2,(62.4-68.0)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1818,61.4,(58.4-64.2)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1797,60.8,(57.9-63.6)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1340,63.1,(59.8-66.2)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,1731,27.1,(24.6-29.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1818,29.6,(27.0-32.4)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1797,30.4,(27.8-33.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1340,28.8,(25.9-31.9)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,1731,6.4,(5.0-8.2)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1818,7.4,(5.8-9.4)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1797,7.1,(5.6-9.0)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1340,6.9,(5.3-8.9)
Health Insurance Status for Prenatal Care,Private insurance,,2016,1659,62.9,(60.0-65.8)
Health Insurance Status for Prenatal Care,Private insurance,,2017,1746,60.1,(57.1-63.0)
Health Insurance Status for Prenatal Care,Private insurance,,2018,1726,59.7,(56.7-62.6)
Health Insurance Status for Prenatal Care,Private insurance,,2019,1307,61.1,(57.8-64.3)
Health Insurance Status for Prenatal Care,Medicaid,,2016,1659,35.6,(32.8-38.6)
Health Insurance Status for Prenatal Care,Medicaid,,2017,1746,38.4,(35.5-41.4)
Health Insurance Status for Prenatal Care,Medicaid,,2018,1726,39.5,(36.6-42.5)
Health Insurance Status for Prenatal Care,Medicaid,,2019,1307,37.1,(34.0-40.4)
Health Insurance Status for Prenatal Care,No insurance,,2016,1659,0.5,(0.2-1.2)
Health Insurance Status for Prenatal Care,No insurance,,2017,1746,0.7,(0.3-1.5)
Health Insurance Status for Prenatal Care,No insurance,,2018,1726,0.5,(0.2-1.2)
Health Insurance Status for Prenatal Care,No insurance,,2019,1307,1.2,(0.6-2.3)
Health Insurance Status Postpartum,Private insurance,,2016,1701,58.4,(55.4-61.3)
Health Insurance Status Postpartum,Private insurance,,2017,1811,57.3,(54.4-60.3)
Health Insurance Status Postpartum,Private insurance,,2018,1789,57.1,(54.2-60.0)
Health Insurance Status Postpartum,Private insurance,,2019,1343,59.6,(56.4-62.8)
Health Insurance Status Postpartum,Medicaid,,2016,1701,35.7,(32.9-38.6)
Health Insurance Status Postpartum,Medicaid,,2017,1811,36.6,(33.8-39.5)
Health Insurance Status Postpartum,Medicaid,,2018,1789,38.5,(35.6-41.4)
Health Insurance Status Postpartum,Medicaid,,2019,1343,34.3,(31.3-37.5)
Health Insurance Status Postpartum,No insurance,,2016,1701,4.4,(3.3-6.0)
Health Insurance Status Postpartum,No insurance,,2017,1811,4.5,(3.3-6.2)
Health Insurance Status Postpartum,No insurance,,2018,1789,3.5,(2.5-4.9)
Health Insurance Status Postpartum,No insurance,,2019,1343,5.1,(3.8-6.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1723,81.9,(79.6-84.0)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1808,83.3,(81.1-85.4)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1788,82.5,(80.2-84.6)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1325,84.9,(82.5-87.0)
Breastfeeding Practices,Ever breastfed,,2016,1731,84.0,(81.7-86.1)
Breastfeeding Practices,Ever breastfed,,2017,1822,87.7,(85.7-89.5)
Breastfeeding Practices,Ever breastfed,,2018,1798,86.9,(84.9-88.7)
Breastfeeding Practices,Ever breastfed,,2019,1338,87.3,(85.1-89.3)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,1715,62.7,(59.8-65.6)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,1804,65.1,(62.2-67.9)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,1781,65.1,(62.3-67.8)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,1324,66.7,(63.5-69.7)
