Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Substance Use,Any cigarette smoking,Postpartum,2019,811,12.0,(9.6-15.0)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2016,804,5.1,(3.3-7.6)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2017,855,4.1,(2.8-6.0)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,804,4.2,(2.7-6.2)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,813,5.2,(3.6-7.4)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2016,805,1.4,(0.7-2.6)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2017,854,2.5,(1.5-4.1)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,804,1.5,(0.7-3.0)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,813,3.3,(2.0-5.1)
Substance Use,Hookah use in the last 2 years,,2016,802,2.3,(1.4-3.8)
Substance Use,Hookah use in the last 2 years,,2017,842,2.9,(1.9-4.6)
Substance Use,Hookah use in the last 2 years,,2018,788,1.8,(1.0-3.2)
Substance Use,Hookah use in the last 2 years,,2019,798,2.0,(1.1-3.6)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2016,814,3.1,(2.0-4.8)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2017,863,4.2,(2.9-6.1)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2018,810,3.9,(2.7-5.8)
Substance Use,Heavy drinking (>=8 drinks a week) during the 3 months before pregnancy,,2019,816,5.9,(4.2-8.1)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2016,815,3.5,(2.2-5.5)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2017,865,3.0,(1.9-4.7)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,811,2.7,(1.7-4.5)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,817,2.9,(1.8-4.6)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,814,2.7,(1.6-4.7)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,865,1.8,(1.0-3.1)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,810,1.2,(0.5-2.7)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,816,2.3,(1.3-3.9)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,814,20.5,(17.3-24.2)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,860,20.1,(17.2-23.4)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,808,20.4,(17.3-24.1)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,820,26.0,(22.6-29.7)
Depression,Self-reported depression during pregnancy,,2016,802,15.8,(12.8-19.2)
Depression,Self-reported depression during pregnancy,,2017,858,15.9,(13.2-18.9)
Depression,Self-reported depression during pregnancy,,2018,810,18.0,(14.9-21.5)
Depression,Self-reported depression during pregnancy,,2019,818,19.9,(16.8-23.3)
Depression,Self-reported postpartum depressive symptoms,,2016,812,11.4,(8.8-14.7)
Depression,Self-reported postpartum depressive symptoms,,2017,860,13.4,(11.0-16.4)
Depression,Self-reported postpartum depressive symptoms,,2018,812,10.9,(8.5-13.8)
Depression,Self-reported postpartum depressive symptoms,,2019,820,9.2,(7.1-11.8)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,811,74.5,(70.4-78.2)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,865,74.1,(70.5-77.4)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,810,76.9,(73.2-80.3)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,825,71.6,(67.7-75.2)
Health Care Services,Began prenatal care in 1st trimester,,2016,803,89.4,(85.9-92.1)
Health Care Services,Began prenatal care in 1st trimester,,2017,865,90.3,(87.6-92.4)
Health Care Services,Began prenatal care in 1st trimester,,2018,810,90.2,(87.5-92.4)
Health Care Services,Began prenatal care in 1st trimester,,2019,817,91.9,(89.3-93.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,797,62.3,(58.0-66.4)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,863,64.0,(60.2-67.6)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,807,63.4,(59.3-67.3)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,812,70.0,(66.1-73.6)
Health Care Services,Had maternal postpartum checkup,,2016,810,91.4,(88.1-93.9)
Health Care Services,Had maternal postpartum checkup,,2017,865,93.7,(91.6-95.3)
Health Care Services,Had maternal postpartum checkup,,2018,811,93.7,(91.4-95.4)
Health Care Services,Had maternal postpartum checkup,,2019,825,92.7,(90.2-94.6)
Pregnancy Intention,Mistimed,,2016,806,16.4,(13.4-19.9)
Pregnancy Intention,Mistimed,,2017,860,15.2,(12.6-18.2)
Pregnancy Intention,Mistimed,,2018,808,15.0,(12.3-18.2)
Pregnancy Intention,Mistimed,,2019,814,16.8,(13.9-20.2)
Pregnancy Intention,Unwanted pregnancy,,2016,806,4.3,(2.8-6.6)
Pregnancy Intention,Unwanted pregnancy,,2017,860,5.2,(3.7-7.2)
Pregnancy Intention,Unwanted pregnancy,,2018,808,4.4,(3.0-6.4)
Pregnancy Intention,Unwanted pregnancy,,2019,814,5.3,(3.7-7.5)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,806,16.3,(13.2-20.1)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,860,14.4,(11.8-17.4)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,808,13.2,(10.5-16.3)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,814,17.9,(15.0-21.4)
Pregnancy Intention,Intended pregnancy,,2016,806,63.0,(58.7-67.2)
Pregnancy Intention,Intended pregnancy,,2017,860,65.2,(61.4-68.8)
Pregnancy Intention,Intended pregnancy,,2018,808,67.5,(63.5-71.2)
Pregnancy Intention,Intended pregnancy,,2019,814,59.9,(55.8-63.8)
Postpartum Family Planning,Use of any postpartum contraception,,2016,801,76.4,(72.4-80.0)
Postpartum Family Planning,Use of any postpartum contraception,,2017,857,74.5,(70.9-77.7)
Postpartum Family Planning,Use of any postpartum contraception,,2018,801,79.9,(76.4-83.0)
Postpartum Family Planning,Use of any postpartum contraception,,2019,809,78.9,(75.5-82.0)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,801,12.2,(9.7-15.1)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,857,11.2,(9.0-13.9)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,801,14.8,(12.0-18.1)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,809,14.6,(12.0-17.7)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,801,20.8,(17.5-24.5)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,857,20.7,(17.7-24.0)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,801,22.8,(19.5-26.5)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,809,22.6,(19.3-26.2)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,801,24.9,(21.5-28.7)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,857,22.6,(19.5-26.0)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,801,19.7,(16.7-23.2)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,809,22.1,(18.9-25.7)
Postpartum Family Planning,Least effective contraceptive methods,,2016,801,18.5,(15.5-21.9)
Postpartum Family Planning,Least effective contraceptive methods,,2017,857,19.9,(17.0-23.2)
Postpartum Family Planning,Least effective contraceptive methods,,2018,801,22.5,(19.3-26.1)
Postpartum Family Planning,Least effective contraceptive methods,,2019,809,19.7,(16.7-23.1)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,800,41.9,(37.8-46.1)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,862,46.3,(42.5-50.2)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,809,46.3,(42.3-50.4)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,821,45.6,(41.7-49.6)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,795,63.1,(58.7-67.4)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,838,62.7,(58.8-66.5)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,798,62.0,(57.8-66.1)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,799,63.8,(59.7-67.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,795,21.4,(17.7-25.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,838,24.0,(20.7-27.6)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,798,20.1,(16.8-23.8)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,799,23.0,(19.6-26.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,795,15.5,(12.5-18.9)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,838,13.3,(10.8-16.3)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,798,17.9,(14.8-21.5)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,799,13.2,(10.6-16.4)
Health Insurance Status for Prenatal Care,Private insurance,,2016,789,60.4,(55.9-64.7)
Health Insurance Status for Prenatal Care,Private insurance,,2017,841,60.3,(56.4-64.1)
Health Insurance Status for Prenatal Care,Private insurance,,2018,790,59.0,(54.8-63.1)
Health Insurance Status for Prenatal Care,Private insurance,,2019,794,61.3,(57.2-65.3)
Health Insurance Status for Prenatal Care,Medicaid,,2016,789,38.1,(33.9-42.6)
Health Insurance Status for Prenatal Care,Medicaid,,2017,841,36.9,(33.2-40.8)
Health Insurance Status for Prenatal Care,Medicaid,,2018,790,39.0,(34.9-43.2)
Health Insurance Status for Prenatal Care,Medicaid,,2019,794,36.5,(32.5-40.6)
Health Insurance Status for Prenatal Care,No insurance,,2016,789,1.5,(0.8-2.8)
Health Insurance Status for Prenatal Care,No insurance,,2017,841,2.8,(1.7-4.5)
Health Insurance Status for Prenatal Care,No insurance,,2018,790,2.0,(1.1-3.6)
Health Insurance Status for Prenatal Care,No insurance,,2019,794,2.2,(1.3-3.8)
Health Insurance Status Postpartum,Private insurance,,2016,801,57.4,(53.0-61.7)
Health Insurance Status Postpartum,Private insurance,,2017,850,57.8,(53.8-61.6)
Health Insurance Status Postpartum,Private insurance,,2018,809,57.5,(53.4-61.6)
Health Insurance Status Postpartum,Private insurance,,2019,802,58.6,(54.5-62.6)
Health Insurance Status Postpartum,Medicaid,,2016,801,32.4,(28.3-36.8)
Health Insurance Status Postpartum,Medicaid,,2017,850,30.6,(27.1-34.4)
Health Insurance Status Postpartum,Medicaid,,2018,809,27.5,(23.9-31.5)
Health Insurance Status Postpartum,Medicaid,,2019,802,34.0,(30.1-38.0)
Health Insurance Status Postpartum,No insurance,,2016,801,10.2,(7.8-13.2)
Health Insurance Status Postpartum,No insurance,,2017,850,11.6,(9.3-14.4)
Health Insurance Status Postpartum,No insurance,,2018,809,14.9,(12.1-18.2)
Health Insurance Status Postpartum,No insurance,,2019,802,7.4,(5.4-10.0)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,787,85.4,(82.1-88.2)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,842,89.2,(86.5-91.4)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,776,88.5,(85.4-90.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,796,91.4,(88.8-93.5)
Breastfeeding Practices,Ever breastfed,,2016,790,89.7,(86.6-92.2)
Breastfeeding Practices,Ever breastfed,,2017,842,90.7,(88.2-92.8)
Breastfeeding Practices,Ever breastfed,,2018,781,88.3,(85.3-90.7)
Breastfeeding Practices,Ever breastfed,,2019,796,91.3,(88.6-93.4)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,788,70.1,(65.8-74.0)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,842,73.1,(69.5-76.4)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,783,73.4,(69.6-77.0)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,784,72.3,(68.4-75.8)
