Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Depression,Self-reported depression during pregnancy,,2018,1470,7.8,(6.2-9.7)
Depression,Self-reported depression during pregnancy,,2019,1202,7.1,(5.6-9.0)
Depression,Self-reported postpartum depressive symptoms,,2016,1373,14.5,(12.6-16.7)
Depression,Self-reported postpartum depressive symptoms,,2017,1234,13.3,(11.4-15.5)
Depression,Self-reported postpartum depressive symptoms,,2018,1469,15.5,(13.4-17.8)
Depression,Self-reported postpartum depressive symptoms,,2019,1217,12.5,(10.6-14.8)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,1385,62.3,(59.5-65.0)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,1252,64.8,(61.9-67.6)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,1496,68.0,(65.1-70.8)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1238,64.6,(61.4-67.6)
Health Care Services,Began prenatal care in 1st trimester,,2016,1375,84.2,(81.9-86.2)
Health Care Services,Began prenatal care in 1st trimester,,2017,1238,84.5,(82.2-86.7)
Health Care Services,Began prenatal care in 1st trimester,,2018,1480,85.5,(83.1-87.7)
Health Care Services,Began prenatal care in 1st trimester,,2019,1216,86.1,(83.6-88.3)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,1371,56.3,(53.5-59.1)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,1220,59.7,(56.7-62.7)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,1450,60.1,(57.1-63.1)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,1195,64.3,(61.1-67.3)
Health Care Services,Had maternal postpartum checkup,,2016,1388,87.6,(85.6-89.4)
Health Care Services,Had maternal postpartum checkup,,2017,1240,89.4,(87.3-91.1)
Health Care Services,Had maternal postpartum checkup,,2018,1474,88.3,(86.1-90.2)
Health Care Services,Had maternal postpartum checkup,,2019,1228,89.9,(87.7-91.8)
Pregnancy Intention,Mistimed,,2016,1395,20.3,(18.1-22.7)
Pregnancy Intention,Mistimed,,2017,1256,19.9,(17.6-22.4)
Pregnancy Intention,Mistimed,,2018,1488,17.8,(15.6-20.3)
Pregnancy Intention,Mistimed,,2019,1226,17.3,(15.0-19.9)
Pregnancy Intention,Unwanted pregnancy,,2016,1395,4.5,(3.5-5.9)
Pregnancy Intention,Unwanted pregnancy,,2017,1256,4.1,(3.0-5.5)
Pregnancy Intention,Unwanted pregnancy,,2018,1488,3.9,(2.8-5.3)
Pregnancy Intention,Unwanted pregnancy,,2019,1226,3.6,(2.6-5.0)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,1395,12.2,(10.4-14.2)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,1256,13.9,(11.9-16.1)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,1488,14.5,(12.5-16.8)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1226,13.3,(11.2-15.7)
Postpartum Family Planning,Use of any postpartum contraception,,2016,1352,67.1,(64.3-69.7)
Postpartum Family Planning,Use of any postpartum contraception,,2017,1213,66.8,(63.9-69.6)
Postpartum Family Planning,Use of any postpartum contraception,,2018,1451,67.2,(64.3-70.1)
Postpartum Family Planning,Use of any postpartum contraception,,2019,1193,66.4,(63.3-69.4)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,1352,6.9,(5.6-8.5)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1213,4.7,(3.6-6.2)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,1451,5.0,(3.8-6.4)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1193,5.6,(4.3-7.3)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,1352,11.2,(9.5-13.1)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1213,15.5,(13.5-17.9)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,1451,16.1,(13.9-18.5)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1193,14.8,(12.6-17.3)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2016,1352,23.1,(20.8-25.6)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2017,1213,21.2,(18.8-23.8)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2018,1451,18.6,(16.3-21.1)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2019,1193,20.7,(18.2-23.5)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2016,1352,25.9,(23.5-28.4)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2017,1213,25.3,(22.8-28.1)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2018,1451,27.6,(24.9-30.4)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2019,1193,25.3,(22.6-28.2)
Postpartum Family Planning,Male or female sterilization,,2016,1352,6.9,(5.6-8.5)
Postpartum Family Planning,Male or female sterilization,,2017,1213,4.7,(3.6-6.2)
Postpartum Family Planning,Male or female sterilization,,2018,1451,5.0,(3.8-6.4)
Postpartum Family Planning,Male or female sterilization,,2019,1193,5.6,(4.3-7.3)
Postpartum Family Planning,Long acting reversible contraceptive method,,2016,1352,11.2,(9.5-13.1)
Postpartum Family Planning,Long acting reversible contraceptive method,,2017,1213,15.5,(13.5-17.9)
Postpartum Family Planning,Long acting reversible contraceptive method,,2018,1451,16.1,(13.9-18.5)
Postpartum Family Planning,Long acting reversible contraceptive method,,2019,1193,14.8,(12.6-17.3)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,1352,23.1,(20.8-25.6)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1213,21.2,(18.8-23.8)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,1451,18.6,(16.3-21.1)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1193,20.7,(18.2-23.5)
Postpartum Family Planning,Least effective contraceptive methods,,2016,1352,25.9,(23.5-28.4)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1213,25.3,(22.8-28.1)
Postpartum Family Planning,Least effective contraceptive methods,,2018,1451,27.6,(24.9-30.4)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1193,25.3,(22.6-28.2)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1405,43.3,(40.5-46.1)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1269,42.9,(40.0-45.8)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1501,43.3,(40.3-46.3)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1239,42.4,(39.3-45.5)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,1329,51.4,(48.5-54.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1200,53.4,(50.3-56.4)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1415,54.5,(51.4-57.6)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1157,56.3,(52.9-59.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,1329,34.0,(31.3-36.9)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1200,33.6,(30.8-36.6)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1415,33.9,(31.0-37.0)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1157,33.2,(30.1-36.5)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,1329,12.8,(11.0-14.9)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1200,10.6,(8.9-12.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1415,10.0,(8.3-12.1)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1157,8.5,(6.8-10.7)
Health Insurance Status for Prenatal Care,Private insurance,,2016,1264,51.0,(48.1-54.0)
Health Insurance Status for Prenatal Care,Private insurance,,2017,1130,53.3,(50.1-56.4)
Health Insurance Status for Prenatal Care,Private insurance,,2018,1341,53.6,(50.4-56.8)
Health Insurance Status for Prenatal Care,Private insurance,,2019,1118,52.6,(49.3-56.0)
Health Insurance Status for Prenatal Care,Medicaid,,2016,1264,46.6,(43.6-49.5)
Health Insurance Status for Prenatal Care,Medicaid,,2017,1130,43.6,(40.5-46.8)
Health Insurance Status for Prenatal Care,Medicaid,,2018,1341,44.2,(41.0-47.4)
Health Insurance Status for Prenatal Care,Medicaid,,2019,1118,45.6,(42.3-49.0)
Health Insurance Status for Prenatal Care,No insurance,,2016,1264,0.4,(0.2-1.0)
Health Insurance Status for Prenatal Care,No insurance,,2017,1130,1.0,(0.5-1.8)
Health Insurance Status for Prenatal Care,No insurance,,2018,1341,0.4,(0.2-1.1)
Health Insurance Status for Prenatal Care,No insurance,,2019,1118,0.8,(0.4-1.6)
Health Insurance Status Postpartum,Private insurance,,2016,1303,47.9,(45.0-50.8)
Health Insurance Status Postpartum,Private insurance,,2017,1176,49.3,(46.3-52.4)
Health Insurance Status Postpartum,Private insurance,,2018,1391,50.4,(47.3-53.6)
Health Insurance Status Postpartum,Private insurance,,2019,1156,51.7,(48.4-55.0)
Health Insurance Status Postpartum,Medicaid,,2016,1303,43.4,(40.5-46.3)
Health Insurance Status Postpartum,Medicaid,,2017,1176,40.3,(37.3-43.4)
Health Insurance Status Postpartum,Medicaid,,2018,1391,41.2,(38.1-44.4)
Health Insurance Status Postpartum,Medicaid,,2019,1156,40.1,(36.8-43.4)
Health Insurance Status Postpartum,No insurance,,2016,1303,6.3,(5.0-7.9)
Health Insurance Status Postpartum,No insurance,,2017,1176,7.4,(6.0-9.2)
Health Insurance Status Postpartum,No insurance,,2018,1391,6.6,(5.2-8.4)
Health Insurance Status Postpartum,No insurance,,2019,1156,6.2,(4.8-8.0)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1362,69.2,(66.5-71.8)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1206,71.6,(68.7-74.2)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1453,68.6,(65.6-71.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1198,72.1,(69.0-75.0)
Breastfeeding Practices,Ever breastfed,,2016,1386,89.8,(87.9-91.4)
Breastfeeding Practices,Ever breastfed,,2017,1224,91.5,(89.6-93.0)
Breastfeeding Practices,Ever breastfed,,2018,1478,92.0,(90.2-93.6)
Breastfeeding Practices,Ever breastfed,,2019,1216,90.4,(88.3-92.2)
