Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1036,22.0,(19.0-25.4)
Postpartum Family Planning,Least effective contraceptive methods,,2016,,,
Postpartum Family Planning,Least effective contraceptive methods,,2018,1248,23.4,(20.8-26.1)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1036,22.4,(19.4-25.7)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,,,
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1269,50.8,(47.6-54.0)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1051,52.4,(48.5-56.2)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1220,70.1,(66.8-73.1)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1027,68.3,(64.2-72.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,,,
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1220,17.9,(15.4-20.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1027,16.3,(13.5-19.6)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1220,6.6,(4.9-8.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1027,9.1,(6.6-12.4)
Health Insurance Status for Prenatal Care,Private insurance,,2016,,,
Health Insurance Status for Prenatal Care,Private insurance,,2018,1213,68.4,(65.1-71.5)
Health Insurance Status for Prenatal Care,Private insurance,,2019,1013,68.1,(64.1-71.8)
Health Insurance Status for Prenatal Care,Medicaid,,2016,,,
Health Insurance Status for Prenatal Care,Medicaid,,2018,1213,24.9,(22.0-28.0)
Health Insurance Status for Prenatal Care,Medicaid,,2019,1013,24.0,(20.6-27.7)
Health Insurance Status for Prenatal Care,No insurance,,2016,,,
Health Insurance Status for Prenatal Care,No insurance,,2018,1213,1.1,(0.6-2.2)
Health Insurance Status for Prenatal Care,No insurance,,2019,1013,0.6,(0.3-1.5)
Health Insurance Status Postpartum,Private insurance,,2016,,,
Health Insurance Status Postpartum,Private insurance,,2018,1218,66.3,(63.0-69.4)
Health Insurance Status Postpartum,Private insurance,,2019,1016,65.8,(61.7-69.7)
Health Insurance Status Postpartum,Medicaid,,2016,,,
Health Insurance Status Postpartum,Medicaid,,2018,1218,21.0,(18.3-24.0)
Health Insurance Status Postpartum,Medicaid,,2019,1016,18.9,(15.9-22.3)
Health Insurance Status Postpartum,No insurance,,2016,,,
Health Insurance Status Postpartum,No insurance,,2018,1218,6.2,(4.6-8.3)
Health Insurance Status Postpartum,No insurance,,2019,1016,6.9,(4.8-9.8)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,,,
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1242,86.7,(84.3-88.7)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1024,85.9,(82.9-88.5)
Breastfeeding Practices,Ever breastfed,,2016,,,
Breastfeeding Practices,Ever breastfed,,2018,1251,91.9,(89.9-93.5)
Breastfeeding Practices,Ever breastfed,,2019,1032,90.9,(88.0-93.1)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,,,
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,1247,77.3,(74.4-79.9)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,1027,73.9,(70.3-77.3)
