Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Substance Use,During the 3 months before pregnancy,,2018,954,23.0,(19.9-26.4)
Substance Use,During the 3 months before pregnancy,,2019,1117,18.0,(14.6-22.0)
Substance Use,During the last 3 months of pregnancy,,2016,1032,12.6,(10.3-15.3)
Substance Use,During the last 3 months of pregnancy,,2017,1215,10.5,(8.6-12.8)
Substance Use,During the last 3 months of pregnancy,,2018,955,12.2,(9.9-14.9)
Substance Use,During the last 3 months of pregnancy,,2019,1120,9.2,(6.9-12.2)
Substance Use,Postpartum,,2016,1034,17.2,(14.5-20.2)
Substance Use,Postpartum,,2017,1216,14.7,(12.4-17.3)
Substance Use,Postpartum,,2018,954,16.3,(13.7-19.4)
Substance Use,Postpartum,,2019,1116,12.6,(9.7-16.3)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2016,1030,4.6,(3.2-6.4)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2017,1210,5.8,(4.3-7.6)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2018,949,3.5,(2.3-5.2)
Substance Use,Any e-cigarette use,During the 3 months before pregnancy,2019,1116,2.9,(1.9-4.6)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2016,1030,1.7,(0.9-2.9)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2017,1209,1.6,(0.9-2.8)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2018,951,1.4,(0.7-2.7)
Substance Use,Any e-cigarette use,During the last 3 months of pregnancy,2019,1117,1.2,(0.6-2.3)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2016,1023,5.5,(4.1-7.5)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2017,1208,6.4,(4.9-8.3)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2018,951,4.4,(3.1-6.3)
Substance Use,Any e-cigarette use,Hookah use in the last 2 years,2019,1111,9.1,(6.6-12.4)
Substance Use,During the 3 months before pregnancy,,2016,1030,4.6,(3.2-6.4)
Substance Use,During the 3 months before pregnancy,,2017,1210,5.8,(4.3-7.6)
Substance Use,During the 3 months before pregnancy,,2018,949,3.5,(2.3-5.2)
Substance Use,During the 3 months before pregnancy,,2019,1116,2.9,(1.9-4.6)
Substance Use,During the last 3 months of pregnancy,,2016,1030,1.7,(0.9-2.9)
Substance Use,During the last 3 months of pregnancy,,2017,1209,1.6,(0.9-2.8)
Substance Use,During the last 3 months of pregnancy,,2018,951,1.4,(0.7-2.7)
Substance Use,During the last 3 months of pregnancy,,2019,1117,1.2,(0.6-2.3)
Substance Use,Hookah use in the last 2 years,,2016,1023,5.5,(4.1-7.5)
Substance Use,Hookah use in the last 2 years,,2017,1208,6.4,(4.9-8.3)
Substance Use,Hookah use in the last 2 years,,2018,951,4.4,(3.1-6.3)
Substance Use,Hookah use in the last 2 years,,2019,1111,9.1,(6.6-12.4)
Substance Use,,,2016,1027,2.5,(1.6-3.8)
Substance Use,,,2017,1205,3.2,(2.2-4.7)
Substance Use,,,2018,946,3.0,(1.9-4.7)
Substance Use,,,2019,1109,3.4,(2.2-5.1)
Substance Use,,,2016,1032,3.4,(2.2-5.0)
Substance Use,,,2017,1213,2.9,(2.0-4.3)
Substance Use,,,2018,952,2.4,(1.5-3.9)
Substance Use,,,2019,1116,4.6,(2.9-7.1)
Substance Use,,,2016,1032,2.5,(1.5-3.9)
Substance Use,,,2017,1214,2.9,(2.0-4.4)
Substance Use,,,2018,954,2.5,(1.5-4.1)
Substance Use,,,2019,1116,2.4,(1.5-4.0)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,1041,12.9,(10.6-15.6)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,1224,16.1,(13.8-18.8)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,959,18.3,(15.5-21.4)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,1131,17.1,(13.8-21.0)
Depression,Self-reported depression during pregnancy,,2016,1031,12.5,(10.2-15.2)
Depression,Self-reported depression during pregnancy,,2017,1212,14.0,(11.8-16.5)
Depression,Self-reported depression during pregnancy,,2018,948,17.2,(14.5-20.3)
Depression,Self-reported depression during pregnancy,,2019,1109,18.2,(14.7-22.3)
Depression,Self-reported postpartum depressive symptoms,,2016,1024,10.6,(8.5-13.1)
Depression,Self-reported postpartum depressive symptoms,,2017,1199,10.6,(8.7-12.8)
Depression,Self-reported postpartum depressive symptoms,,2018,934,14.7,(12.2-17.6)
Depression,Self-reported postpartum depressive symptoms,,2019,1116,11.6,(9.2-14.6)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,1024,71.2,(67.7-74.4)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,1206,71.9,(68.7-74.9)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,952,71.8,(68.3-75.0)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,1132,75.6,(71.9-79.0)
Health Care Services,Began prenatal care in 1st trimester,,2016,1017,88.4,(85.8-90.6)
Health Care Services,Began prenatal care in 1st trimester,,2017,1196,86.8,(84.3-89.0)
Health Care Services,Began prenatal care in 1st trimester,,2018,926,87.1,(84.4-89.5)
Health Care Services,Began prenatal care in 1st trimester,,2019,1122,87.3,(83.8-90.1)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,1029,59.0,(55.4-62.5)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,1203,59.0,(55.6-62.2)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,951,55.9,(52.2-59.6)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,1131,65.2,(60.9-69.3)
Health Care Services,Had maternal postpartum checkup,,2016,1023,90.1,(87.7-92.1)
Health Care Services,Had maternal postpartum checkup,,2017,1206,90.5,(88.3-92.3)
Health Care Services,Had maternal postpartum checkup,,2018,948,87.6,(84.9-89.9)
Health Care Services,Had maternal postpartum checkup,,2019,1127,89.4,(86.1-92.0)
Pregnancy Intention,Mistimed,,2016,1026,19.8,(17.0-22.9)
Pregnancy Intention,Mistimed,,2017,1211,21.8,(19.1-24.8)
Pregnancy Intention,Mistimed,,2018,950,19.2,(16.4-22.3)
Pregnancy Intention,Mistimed,,2019,1116,20.0,(16.5-24.0)
Pregnancy Intention,Unwanted pregnancy,,2016,1026,5.6,(4.2-7.6)
Pregnancy Intention,Unwanted pregnancy,,2017,1211,4.6,(3.4-6.2)
Pregnancy Intention,Unwanted pregnancy,,2018,950,6.4,(4.7-8.6)
Pregnancy Intention,Unwanted pregnancy,,2019,1116,6.6,(5.0-8.7)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,1026,16.5,(13.8-19.4)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,1211,16.2,(13.8-18.9)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,950,16.2,(13.6-19.2)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1116,15.9,(12.9-19.4)
Postpartum Family Planning,Use of any postpartum contraception,,2016,1006,77.2,(74.0-80.1)
Postpartum Family Planning,Use of any postpartum contraception,,2017,1188,77.6,(74.6-80.2)
Postpartum Family Planning,Use of any postpartum contraception,,2018,928,73.9,(70.5-77.0)
Postpartum Family Planning,Use of any postpartum contraception,,2019,1103,75.5,(71.5-79.1)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,1006,11.0,(8.9-13.4)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1188,11.8,(9.8-14.2)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,928,10.2,(8.2-12.7)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1103,11.3,(9.1-13.9)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,1006,11.4,(9.2-14.0)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1188,13.6,(11.5-16.1)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,928,12.7,(10.4-15.4)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1103,13.8,(11.2-16.9)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2016,1006,28.5,(25.3-31.9)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2017,1188,26.2,(23.3-29.3)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2018,928,26.5,(23.3-30.0)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2019,1103,25.7,(21.7-30.1)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2016,1006,26.4,(23.4-29.7)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2017,1188,25.9,(23.1-28.9)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2018,928,24.4,(21.4-27.7)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2019,1103,24.8,(21.1-28.9)
Postpartum Family Planning,Male or female sterilization,,2016,1006,11.0,(8.9-13.4)
Postpartum Family Planning,Male or female sterilization,,2017,1188,11.8,(9.8-14.2)
Postpartum Family Planning,Male or female sterilization,,2018,928,10.2,(8.2-12.7)
Postpartum Family Planning,Male or female sterilization,,2019,1103,11.3,(9.1-13.9)
Postpartum Family Planning,Long acting reversible contraceptive method,,2016,1006,11.4,(9.2-14.0)
Postpartum Family Planning,Long acting reversible contraceptive method,,2017,1188,13.6,(11.5-16.1)
Postpartum Family Planning,Long acting reversible contraceptive method,,2018,928,12.7,(10.4-15.4)
Postpartum Family Planning,Long acting reversible contraceptive method,,2019,1103,13.8,(11.2-16.9)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,1006,28.5,(25.3-31.9)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1188,26.2,(23.3-29.3)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,928,26.5,(23.3-30.0)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1103,25.7,(21.7-30.1)
Postpartum Family Planning,Least effective contraceptive methods,,2016,1006,26.4,(23.4-29.7)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1188,25.9,(23.1-28.9)
Postpartum Family Planning,Least effective contraceptive methods,,2018,928,24.4,(21.4-27.7)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1103,24.8,(21.1-28.9)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1036,52.5,(49.0-56.1)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1219,48.8,(45.5-52.2)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,959,52.2,(48.6-55.9)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1120,50.4,(46.0-54.9)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,981,68.9,(65.3-72.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1134,64.0,(60.6-67.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,907,62.8,(59.0-66.4)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1084,69.0,(64.8-72.9)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,981,21.9,(18.8-25.2)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1134,26.8,(23.7-30.0)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,907,26.4,(23.1-30.0)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1084,21.4,(18.0-25.2)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,981,9.2,(7.3-11.6)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1134,9.2,(7.4-11.4)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,907,10.6,(8.4-13.2)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1084,9.2,(7.0-12.1)
Health Insurance Status for Prenatal Care,Private insurance,,2016,949,67.2,(63.5-70.8)
Health Insurance Status for Prenatal Care,Private insurance,,2017,1083,62.8,(59.3-66.1)
Health Insurance Status for Prenatal Care,Private insurance,,2018,869,62.0,(58.2-65.8)
Health Insurance Status for Prenatal Care,Private insurance,,2019,1049,67.0,(62.7-71.1)
Health Insurance Status for Prenatal Care,Medicaid,,2016,949,28.8,(25.4-32.5)
Health Insurance Status for Prenatal Care,Medicaid,,2017,1083,32.5,(29.2-36.0)
Health Insurance Status for Prenatal Care,Medicaid,,2018,869,34.2,(30.5-38.0)
Health Insurance Status for Prenatal Care,Medicaid,,2019,1049,27.5,(23.7-31.7)
Health Insurance Status for Prenatal Care,No insurance,,2016,949,3.8,(2.6-5.5)
Health Insurance Status for Prenatal Care,No insurance,,2017,1083,4.1,(2.9-5.8)
Health Insurance Status for Prenatal Care,No insurance,,2018,869,3.8,(2.6-5.5)
Health Insurance Status for Prenatal Care,No insurance,,2019,1049,5.4,(3.6-8.0)
Health Insurance Status Postpartum,Private insurance,,2016,974,61.8,(58.0-65.4)
Health Insurance Status Postpartum,Private insurance,,2017,1121,60.9,(57.4-64.2)
Health Insurance Status Postpartum,Private insurance,,2018,886,57.4,(53.5-61.1)
Health Insurance Status Postpartum,Private insurance,,2019,1071,64.8,(60.4-69.0)
Health Insurance Status Postpartum,Medicaid,,2016,974,31.0,(27.5-34.6)
Health Insurance Status Postpartum,Medicaid,,2017,1121,30.6,(27.4-34.0)
Health Insurance Status Postpartum,Medicaid,,2018,886,33.4,(29.8-37.2)
Health Insurance Status Postpartum,Medicaid,,2019,1071,28.3,(24.4-32.5)
Health Insurance Status Postpartum,No insurance,,2016,974,7.1,(5.4-9.2)
Health Insurance Status Postpartum,No insurance,,2017,1121,8.1,(6.4-10.3)
Health Insurance Status Postpartum,No insurance,,2018,886,9.0,(7.0-11.5)
Health Insurance Status Postpartum,No insurance,,2019,1071,6.7,(4.8-9.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1005,82.5,(79.5-85.2)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1168,81.2,(78.3-83.7)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,912,83.1,(80.1-85.8)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1101,82.4,(78.2-86.0)
Breastfeeding Practices,Ever breastfed,,2016,1008,82.3,(79.2-85.0)
Breastfeeding Practices,Ever breastfed,,2017,1187,86.3,(83.7-88.5)
Breastfeeding Practices,Ever breastfed,,2018,922,84.0,(81.0-86.6)
Breastfeeding Practices,Ever breastfed,,2019,1112,86.6,(83.1-89.5)
