Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,1424,12.8,(10.7-15.3)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,1681,12.2,(10.4-14.2)
Postpartum Family Planning,Use of any postpartum contraception,,2016,1276,73.9,(70.8-76.9)
Postpartum Family Planning,Use of any postpartum contraception,,2017,1380,73.8,(70.8-76.7)
Postpartum Family Planning,Use of any postpartum contraception,,2018,1414,73.4,(70.4-76.3)
Postpartum Family Planning,Use of any postpartum contraception,,2019,1655,72.1,(69.1-74.8)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,1276,7.9,(6.3-10.0)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1380,8.1,(6.5-10.2)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,1414,10.6,(8.6-13.1)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,1655,8.7,(7.1-10.7)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,1276,17.8,(15.4-20.5)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1380,17.9,(15.5-20.5)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,1414,17.4,(15.1-20.0)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,1655,19.7,(17.3-22.3)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2016,1276,22.7,(19.9-25.8)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2017,1380,22.7,(19.9-25.7)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2018,1414,23.7,(21.0-26.7)
Postpartum Family Planning,Highly effective contraceptive methods,Moderately effective contraceptive methods,2019,1655,22.6,(20.1-25.4)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2016,1276,25.5,(22.6-28.6)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2017,1380,25.2,(22.3-28.3)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2018,1414,21.7,(19.1-24.5)
Postpartum Family Planning,Highly effective contraceptive methods,Least effective contraceptive methods,2019,1655,21.0,(18.6-23.7)
Postpartum Family Planning,Male or female sterilization,,2016,1276,7.9,(6.3-10.0)
Postpartum Family Planning,Male or female sterilization,,2017,1380,8.1,(6.5-10.2)
Postpartum Family Planning,Male or female sterilization,,2018,1414,10.6,(8.6-13.1)
Postpartum Family Planning,Male or female sterilization,,2019,1655,8.7,(7.1-10.7)
Postpartum Family Planning,Long acting reversible contraceptive method,,2016,1276,17.8,(15.4-20.5)
Postpartum Family Planning,Long acting reversible contraceptive method,,2017,1380,17.9,(15.5-20.5)
Postpartum Family Planning,Long acting reversible contraceptive method,,2018,1414,17.4,(15.1-20.0)
Postpartum Family Planning,Long acting reversible contraceptive method,,2019,1655,19.7,(17.3-22.3)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,1276,22.7,(19.9-25.8)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1380,22.7,(19.9-25.7)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,1414,23.7,(21.0-26.7)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,1655,22.6,(20.1-25.4)
Postpartum Family Planning,Least effective contraceptive methods,,2016,1276,25.5,(22.6-28.6)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1380,25.2,(22.3-28.3)
Postpartum Family Planning,Least effective contraceptive methods,,2018,1414,21.7,(19.1-24.5)
Postpartum Family Planning,Least effective contraceptive methods,,2019,1655,21.0,(18.6-23.7)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1306,54.9,(51.5-58.2)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1415,56.2,(52.9-59.5)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1429,57.8,(54.6-61.0)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,1686,58.8,(55.7-61.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,1267,67.3,(64.2-70.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1379,64.8,(61.7-67.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1409,67.5,(64.5-70.3)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,1654,68.2,(65.6-70.8)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,1267,29.5,(26.5-32.5)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1379,30.3,(27.6-33.2)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1409,27.4,(24.7-30.2)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,1654,27.2,(24.8-29.8)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,1267,2.6,(1.7-3.9)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1379,3.6,(2.6-4.9)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1409,4.4,(3.2-6.0)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,1654,3.3,(2.5-4.5)
Health Insurance Status for Prenatal Care,Private insurance,,2016,1249,65.4,(62.2-68.5)
Health Insurance Status for Prenatal Care,Private insurance,,2017,1370,62.1,(59.0-65.1)
Health Insurance Status for Prenatal Care,Private insurance,,2018,1383,65.9,(62.9-68.8)
Health Insurance Status for Prenatal Care,Private insurance,,2019,1618,66.9,(64.1-69.5)
Health Insurance Status for Prenatal Care,Medicaid,,2016,1249,34.0,(30.9-37.2)
Health Insurance Status for Prenatal Care,Medicaid,,2017,1370,36.7,(33.8-39.8)
Health Insurance Status for Prenatal Care,Medicaid,,2018,1383,33.2,(30.3-36.2)
Health Insurance Status for Prenatal Care,Medicaid,,2019,1618,32.3,(29.7-35.0)
Health Insurance Status for Prenatal Care,No insurance,,2016,1249,0.3,(0.1-0.9)
Health Insurance Status for Prenatal Care,No insurance,,2017,1370,0.5,(0.3-1.1)
Health Insurance Status for Prenatal Care,No insurance,,2018,1383,0.3,(0.1-1.1)
Health Insurance Status for Prenatal Care,No insurance,,2019,1618,0.2,(0.1-1.0)
Health Insurance Status Postpartum,Private insurance,,2016,1276,62.7,(59.5-65.8)
Health Insurance Status Postpartum,Private insurance,,2017,1384,60.2,(57.1-63.2)
Health Insurance Status Postpartum,Private insurance,,2018,1415,64.9,(61.9-67.8)
Health Insurance Status Postpartum,Private insurance,,2019,1667,64.0,(61.2-66.6)
Health Insurance Status Postpartum,Medicaid,,2016,1276,35.7,(32.6-38.9)
Health Insurance Status Postpartum,Medicaid,,2017,1384,37.2,(34.2-40.2)
Health Insurance Status Postpartum,Medicaid,,2018,1415,33.1,(30.2-36.1)
Health Insurance Status Postpartum,Medicaid,,2019,1667,33.5,(30.8-36.2)
Health Insurance Status Postpartum,No insurance,,2016,1276,0.5,(0.2-1.5)
Health Insurance Status Postpartum,No insurance,,2017,1384,1.1,(0.7-1.9)
Health Insurance Status Postpartum,No insurance,,2018,1415,1.2,(0.8-1.9)
Health Insurance Status Postpartum,No insurance,,2019,1667,1.5,(1.1-2.2)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1259,86.2,(84.1-88.2)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1369,83.7,(81.3-85.8)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1396,82.7,(80.3-84.8)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,1638,87.5,(85.7-89.1)
Breastfeeding Practices,Ever breastfed,,2016,1274,89.5,(86.8-91.6)
Breastfeeding Practices,Ever breastfed,,2017,1383,89.8,(87.4-91.8)
Breastfeeding Practices,Ever breastfed,,2018,1415,90.3,(87.8-92.3)
Breastfeeding Practices,Ever breastfed,,2019,1656,91.6,(89.6-93.2)
