Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,1053,2.3,(1.3-3.9)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,609,1.4,(0.7-2.7)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,1068,7.5,(5.7-10.0)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,624,10.1,(7.2-14.1)
Depression,Self-reported depression during pregnancy,,2016,1067,6.6,(4.9-8.9)
Depression,Self-reported depression during pregnancy,,2019,615,8.4,(5.8-12.1)
Depression,Self-reported postpartum depressive symptoms,,2016,1055,12.0,(9.6-14.8)
Depression,Self-reported postpartum depressive symptoms,,2019,610,11.1,(8.0-15.2)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,1068,62.9,(58.8-66.9)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,625,64.0,(58.3-69.2)
Health Care Services,Began prenatal care in 1st trimester,,2016,1055,87.3,(84.2-89.9)
Health Care Services,Began prenatal care in 1st trimester,,2019,615,87.5,(83.1-90.9)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,1059,58.8,(54.7-62.8)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,612,64.8,(59.5-69.8)
Health Care Services,Had maternal postpartum checkup,,2016,1062,90.4,(87.6-92.6)
Health Care Services,Had maternal postpartum checkup,,2019,615,93.0,(89.8-95.2)
Pregnancy Intention,Mistimed,,2016,1047,17.9,(14.9-21.4)
Pregnancy Intention,Mistimed,,2019,620,13.9,(10.4-18.3)
Pregnancy Intention,Unwanted pregnancy,,2016,1047,5.4,(3.8-7.7)
Pregnancy Intention,Unwanted pregnancy,,2019,620,5.0,(3.2-7.7)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,1047,20.4,(17.2-24.1)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,620,18.0,(14.0-22.8)
Pregnancy Intention,Intended pregnancy,,2016,1047,56.3,(52.0-60.4)
Pregnancy Intention,Intended pregnancy,,2019,620,63.2,(57.6-68.4)
Postpartum Family Planning,Use of any postpartum contraception,,2016,1039,71.9,(67.9-75.5)
Postpartum Family Planning,Use of any postpartum contraception,,2019,600,70.7,(65.4-75.6)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,1039,5.9,(4.3-8.0)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,600,9.9,(7.0-13.8)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,1039,14.9,(12.0-18.2)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,600,19.8,(15.6-24.9)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,1039,26.0,(22.5-29.9)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,600,24.1,(19.4-29.5)
Postpartum Family Planning,Least effective contraceptive methods,,2016,1039,25.1,(21.5-29.1)
Postpartum Family Planning,Least effective contraceptive methods,,2019,600,16.9,(13.1-21.5)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1065,45.4,(41.2-49.6)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,622,46.9,(41.4-52.6)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,1037,72.2,(68.3-75.8)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,600,69.0,(63.5-74.0)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,1037,24.2,(20.8-28.0)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,600,27.2,(22.4-32.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,1037,3.6,(2.4-5.5)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,600,3.8,(2.3-6.0)
Health Insurance Status for Prenatal Care,Private insurance,,2016,1010,71.3,(67.3-74.9)
Health Insurance Status for Prenatal Care,Private insurance,,2019,586,66.7,(61.1-71.9)
Health Insurance Status for Prenatal Care,Medicaid,,2016,1010,28.4,(24.7-32.3)
Health Insurance Status for Prenatal Care,Medicaid,,2019,586,32.3,(27.2-37.9)
Health Insurance Status for Prenatal Care,No insurance,,2016,1010,0.4,(0.2-0.8)
Health Insurance Status for Prenatal Care,No insurance,,2019,586,1.0,(0.4-2.4)
Health Insurance Status Postpartum,Private insurance,,2016,1034,68.6,(64.6-72.2)
Health Insurance Status Postpartum,Private insurance,,2019,600,65.1,(59.7-70.2)
Health Insurance Status Postpartum,Medicaid,,2016,1034,27.5,(24.0-31.3)
Health Insurance Status Postpartum,Medicaid,,2019,600,30.9,(26.0-36.2)
Health Insurance Status Postpartum,No insurance,,2016,1034,3.9,(2.6-5.9)
Health Insurance Status Postpartum,No insurance,,2019,600,4.0,(2.4-6.5)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1032,77.9,(74.1-81.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,594,84.0,(79.2-87.8)
Breastfeeding Practices,Ever breastfed,,2016,1039,93.9,(91.3-95.8)
Breastfeeding Practices,Ever breastfed,,2019,600,94.3,(90.8-96.5)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,1032,79.4,(75.6-82.8)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,598,81.3,(76.3-85.4)
