Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2016,1204,2.4,(1.4-3.9)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2017,1282,4.0,(2.7-5.8)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1014,2.9,(1.8-4.6)
Intimate Partner Violence (IPV),Experienced IPV during the 12 months before pregnancy by a husband or partner and/or an ex-husband or partner,,2019,827,4.6,(3.0-7.0)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2016,1199,1.7,(1.0-2.8)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2017,1281,2.8,(1.8-4.4)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2018,1015,2.1,(1.2-3.6)
Intimate Partner Violence (IPV),Experienced IPV during pregnancy by a husband or partner and/or an ex-husband or partner,,2019,822,1.8,(1.0-3.2)
Depression,Self-reported depression in the 3 months before pregnancy,,2016,1243,15.7,(12.8-19.0)
Depression,Self-reported depression in the 3 months before pregnancy,,2017,1319,16.8,(13.9-20.1)
Depression,Self-reported depression in the 3 months before pregnancy,,2018,1040,17.7,(14.6-21.3)
Depression,Self-reported depression in the 3 months before pregnancy,,2019,841,22.2,(18.6-26.3)
Depression,Self-reported depression during pregnancy,,2016,1224,13.0,(10.5-16.2)
Depression,Self-reported depression during pregnancy,,2017,1301,14.2,(11.6-17.1)
Depression,Self-reported depression during pregnancy,,2018,1019,13.9,(11.2-17.2)
Depression,Self-reported depression during pregnancy,,2019,831,21.0,(17.4-25.0)
Depression,Self-reported postpartum depressive symptoms,,2016,1177,11.4,(9.1-14.2)
Depression,Self-reported postpartum depressive symptoms,,2017,1267,11.7,(9.4-14.4)
Depression,Self-reported postpartum depressive symptoms,,2018,988,10.5,(8.3-13.2)
Depression,Self-reported postpartum depressive symptoms,,2019,817,13.8,(10.9-17.3)
Health Care Services,Health care visit in the 12 months before pregnancy,,2016,1253,72.5,(68.9-75.8)
Health Care Services,Health care visit in the 12 months before pregnancy,,2017,1333,71.7,(68.0-75.1)
Health Care Services,Health care visit in the 12 months before pregnancy,,2018,1051,76.2,(72.7-79.4)
Health Care Services,Health care visit in the 12 months before pregnancy,,2019,846,74.7,(70.8-78.3)
Health Care Services,Began prenatal care in 1st trimester,,2016,1230,88.9,(86.3-91.0)
Health Care Services,Began prenatal care in 1st trimester,,2017,1311,87.6,(84.9-89.9)
Health Care Services,Began prenatal care in 1st trimester,,2018,1033,86.3,(83.1-89.0)
Health Care Services,Began prenatal care in 1st trimester,,2019,831,87.0,(83.8-89.6)
Health Care Services,Had a flu shot in the 12 months before birth,,2016,1229,70.3,(66.3-74.0)
Health Care Services,Had a flu shot in the 12 months before birth,,2017,1319,66.3,(62.4-70.0)
Health Care Services,Had a flu shot in the 12 months before birth,,2018,1037,63.6,(59.3-67.7)
Health Care Services,Had a flu shot in the 12 months before birth,,2019,837,68.3,(64.0-72.4)
Health Care Services,Had maternal postpartum checkup,,2016,1192,91.8,(89.2-93.8)
Health Care Services,Had maternal postpartum checkup,,2017,1279,94.2,(92.2-95.7)
Health Care Services,Had maternal postpartum checkup,,2018,997,90.9,(88.2-93.1)
Health Care Services,Had maternal postpartum checkup,,2019,820,90.7,(87.7-93.1)
Pregnancy Intention,Mistimed,,2016,1249,19.4,(16.3-22.9)
Pregnancy Intention,Mistimed,,2017,1327,16.6,(14.0-19.7)
Pregnancy Intention,Mistimed,,2018,1042,18.4,(15.3-21.9)
Pregnancy Intention,Mistimed,,2019,841,15.9,(13.0-19.4)
Pregnancy Intention,Unwanted pregnancy,,2016,1249,3.9,(2.7-5.7)
Pregnancy Intention,Unwanted pregnancy,,2017,1327,6.7,(5.0-9.0)
Pregnancy Intention,Unwanted pregnancy,,2018,1042,6.1,(4.4-8.4)
Pregnancy Intention,Unwanted pregnancy,,2019,841,6.4,(4.6-8.8)
Pregnancy Intention,Unsure whether wanted pregnancy,,2016,1249,13.5,(11.1-16.4)
Pregnancy Intention,Unsure whether wanted pregnancy,,2017,1327,14.6,(12.0-17.5)
Pregnancy Intention,Unsure whether wanted pregnancy,,2018,1042,14.5,(11.8-17.6)
Pregnancy Intention,Unsure whether wanted pregnancy,,2019,841,16.3,(13.3-19.8)
Pregnancy Intention,Intended pregnancy,,2016,1249,63.2,(59.2-67.0)
Pregnancy Intention,Intended pregnancy,,2017,1327,62.1,(58.2-65.9)
Pregnancy Intention,Intended pregnancy,,2018,1042,61.0,(56.8-65.0)
Pregnancy Intention,Intended pregnancy,,2019,841,61.4,(57.1-65.6)
Postpartum Family Planning,Use of any postpartum contraception,,2016,1176,78.6,(75.0-81.8)
Postpartum Family Planning,Use of any postpartum contraception,,2017,1269,82.0,(78.7-84.9)
Postpartum Family Planning,Use of any postpartum contraception,,2018,981,78.3,(74.5-81.7)
Postpartum Family Planning,Use of any postpartum contraception,,2019,804,77.0,(73.1-80.5)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2016,1176,10.5,(8.3-13.3)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2017,1269,9.3,(7.2-11.9)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2018,981,12.0,(9.3-15.4)
Postpartum Family Planning,Highly effective contraceptive methods,Male or female sterilization,2019,804,13.3,(10.4-16.9)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2016,1176,17.6,(14.6-21.1)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2017,1269,19.6,(16.6-23.1)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2018,981,16.7,(13.7-20.2)
Postpartum Family Planning,Highly effective contraceptive methods,Long acting reversible contraceptive method,2019,804,15.7,(12.8-19.2)
Postpartum Family Planning,Moderately effective contraceptive methods,,2016,1176,26.2,(22.7-30.1)
Postpartum Family Planning,Moderately effective contraceptive methods,,2017,1269,27.2,(23.7-31.0)
Postpartum Family Planning,Moderately effective contraceptive methods,,2018,981,22.3,(18.9-26.1)
Postpartum Family Planning,Moderately effective contraceptive methods,,2019,804,24.6,(21.0-28.6)
Postpartum Family Planning,Least effective contraceptive methods,,2016,1176,24.3,(20.8-28.0)
Postpartum Family Planning,Least effective contraceptive methods,,2017,1269,25.9,(22.4-29.7)
Postpartum Family Planning,Least effective contraceptive methods,,2018,981,27.4,(23.6-31.5)
Postpartum Family Planning,Least effective contraceptive methods,,2019,804,23.5,(19.8-27.5)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2016,1242,50.2,(46.1-54.2)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2017,1327,50.7,(46.8-54.7)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2018,1042,49.6,(45.3-53.9)
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,844,47.7,(43.3-52.1)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,1221,70.9,(67.3-74.2)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2017,1311,65.1,(61.2-68.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1015,65.5,(61.4-69.4)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,823,66.3,(62.2-70.2)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,1221,20.8,(17.9-24.1)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2017,1311,24.3,(21.1-27.8)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1015,24.1,(20.8-27.8)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,823,21.5,(18.3-25.0)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,1221,8.3,(6.4-10.5)
Health Insurance Status One Month Before Pregnancy,No insurance,,2017,1311,10.7,(8.4-13.4)
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1015,10.4,(8.0-13.4)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,823,12.3,(9.5-15.6)
Health Insurance Status for Prenatal Care,Private insurance,,2016,1116,68.2,(64.3-71.8)
Health Insurance Status for Prenatal Care,Private insurance,,2017,1215,62.1,(58.1-65.9)
Health Insurance Status for Prenatal Care,Private insurance,,2018,977,58.7,(54.4-62.8)
Health Insurance Status for Prenatal Care,Private insurance,,2019,807,61.6,(57.3-65.8)
Health Insurance Status for Prenatal Care,Medicaid,,2016,1116,30.5,(26.9-34.3)
Health Insurance Status for Prenatal Care,Medicaid,,2017,1215,35.2,(31.5-39.1)
Health Insurance Status for Prenatal Care,Medicaid,,2018,977,37.8,(33.8-42.0)
Health Insurance Status for Prenatal Care,Medicaid,,2019,807,33.8,(29.9-37.9)
Health Insurance Status for Prenatal Care,No insurance,,2016,1116,1.4,(0.6-3.1)
Health Insurance Status for Prenatal Care,No insurance,,2017,1215,2.7,(1.4-5.0)
Health Insurance Status for Prenatal Care,No insurance,,2018,977,3.5,(2.0-6.2)
Health Insurance Status for Prenatal Care,No insurance,,2019,807,4.6,(2.8-7.5)
Health Insurance Status Postpartum,Private insurance,,2016,1226,68.0,(64.3-71.5)
Health Insurance Status Postpartum,Private insurance,,2017,1304,63.3,(59.5-66.9)
Health Insurance Status Postpartum,Private insurance,,2018,1024,59.8,(55.6-63.8)
Health Insurance Status Postpartum,Private insurance,,2019,819,60.8,(56.4-64.9)
Health Insurance Status Postpartum,Medicaid,,2016,1226,24.6,(21.4-28.2)
Health Insurance Status Postpartum,Medicaid,,2017,1304,29.1,(25.7-32.8)
Health Insurance Status Postpartum,Medicaid,,2018,1024,31.1,(27.3-35.2)
Health Insurance Status Postpartum,Medicaid,,2019,819,28.1,(24.4-32.1)
Health Insurance Status Postpartum,No insurance,,2016,1226,7.3,(5.7-9.4)
Health Insurance Status Postpartum,No insurance,,2017,1304,7.6,(5.8-9.9)
Health Insurance Status Postpartum,No insurance,,2018,1024,9.1,(7.0-11.8)
Health Insurance Status Postpartum,No insurance,,2019,819,11.2,(8.6-14.4)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,1164,85.6,(82.5-88.3)
Infant Sleep Practices,Baby most often laid on back to sleep,,2017,1251,86.2,(83.2-88.8)
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,974,85.1,(81.8-87.9)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,802,84.3,(80.8-87.3)
Breastfeeding Practices,Ever breastfed,,2016,1185,86.8,(83.8-89.4)
Breastfeeding Practices,Ever breastfed,,2017,1272,89.2,(86.6-91.4)
Breastfeeding Practices,Ever breastfed,,2018,998,88.1,(85.2-90.4)
Breastfeeding Practices,Ever breastfed,,2019,813,90.2,(87.4-92.5)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,1176,68.6,(64.7-72.3)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2017,1261,70.3,(66.4-73.8)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,982,73.0,(69.2-76.5)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,800,72.9,(68.9-76.6)
