Category,Indicator,SubIndicator,Year,SampleSize,Prevalence,CI
Oral Health,Teeth cleaned during pregnancy by a dentist or dental hygienist,,2019,2420,50.6,(47.4-53.7)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,Private insurance,,2018,1536,63.2,(59.1-67.0)
Health Insurance Status One Month Before Pregnancy,Private insurance,,2019,2362,59.6,(56.5-62.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2016,,,
Health Insurance Status One Month Before Pregnancy,Medicaid,,2018,1536,25.7,(22.2-29.7)
Health Insurance Status One Month Before Pregnancy,Medicaid,,2019,2362,29.3,(26.4-32.4)
Health Insurance Status One Month Before Pregnancy,No insurance,,2016,,,
Health Insurance Status One Month Before Pregnancy,No insurance,,2018,1536,11.1,(8.9-13.7)
Health Insurance Status One Month Before Pregnancy,No insurance,,2019,2362,11.0,(9.4-12.9)
Health Insurance Status for Prenatal Care,Private insurance,,2016,,,
Health Insurance Status for Prenatal Care,Private insurance,,2018,1524,59.1,(55.0-63.1)
Health Insurance Status for Prenatal Care,Private insurance,,2019,2333,59.1,(55.9-62.1)
Health Insurance Status for Prenatal Care,Medicaid,,2016,,,
Health Insurance Status for Prenatal Care,Medicaid,,2018,1524,40.3,(36.3-44.3)
Health Insurance Status for Prenatal Care,Medicaid,,2019,2333,40.0,(37.0-43.2)
Health Insurance Status for Prenatal Care,No insurance,,2016,,,
Health Insurance Status for Prenatal Care,No insurance,,2018,1524,0.6,(0.3-1.5)
Health Insurance Status for Prenatal Care,No insurance,,2019,2333,0.9,(0.5-1.7)
Health Insurance Status Postpartum,Private insurance,,2016,,,
Health Insurance Status Postpartum,Private insurance,,2018,1540,54.8,(50.7-58.8)
Health Insurance Status Postpartum,Private insurance,,2019,2361,54.7,(51.6-57.9)
Health Insurance Status Postpartum,Medicaid,,2016,,,
Health Insurance Status Postpartum,Medicaid,,2018,1540,37.1,(33.2-41.3)
Health Insurance Status Postpartum,Medicaid,,2019,2361,37.4,(34.4-40.6)
Health Insurance Status Postpartum,No insurance,,2016,,,
Health Insurance Status Postpartum,No insurance,,2018,1540,8.1,(6.3-10.3)
Health Insurance Status Postpartum,No insurance,,2019,2361,7.8,(6.6-9.2)
Infant Sleep Practices,Baby most often laid on back to sleep,,2016,,,
Infant Sleep Practices,Baby most often laid on back to sleep,,2018,1554,86.8,(84.0-89.2)
Infant Sleep Practices,Baby most often laid on back to sleep,,2019,2380,85.9,(83.8-87.8)
Breastfeeding Practices,Ever breastfed,,2016,,,
Breastfeeding Practices,Ever breastfed,,2018,1563,96.5,(94.8-97.7)
Breastfeeding Practices,Ever breastfed,,2019,2398,96.4,(95.2-97.4)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2016,,,
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2018,1557,85.3,(82.2-87.8)
Breastfeeding Practices,Any breastfeeding at 8 weeks,,2019,2388,83.7,(81.3-85.9)
